Year,Units,Series,Sex,Federal state,GeoCode,Value
2001,Percentage,Foreigns,Male,Thuringia,code16,60.0
2002,Percentage,Foreigns,Male,Thuringia,code16,69.5
2003,Percentage,Foreigns,Male,Thuringia,code16,83.7
2004,Percentage,Foreigns,Male,Thuringia,code16,82.9
2005,Percentage,Foreigns,Male,Thuringia,code16,78.0
2006,Percentage,Foreigns,Male,Thuringia,code16,78.7
2007,Percentage,Foreigns,Male,Thuringia,code16,81.7
2008,Percentage,Foreigns,Male,Thuringia,code16,78.8
2009,Percentage,Foreigns,Male,Thuringia,code16,85.5
2010,Percentage,Foreigns,Male,Thuringia,code16,87.2
2011,Percentage,Foreigns,Male,Thuringia,code16,85.5
2012,Percentage,Foreigns,Male,Thuringia,code16,90.0
2013,Percentage,Foreigns,Male,Thuringia,code16,81.5
2014,Percentage,Foreigns,Male,Thuringia,code16,83.1
2015,Percentage,Foreigns,Male,Thuringia,code16,79.9
2016,Percentage,Foreigns,Male,Thuringia,code16,70.7
2017,Percentage,Foreigns,Male,Thuringia,code16,44.9
2018,Percentage,Foreigns,Male,Thuringia,code16,58.8
2019,Percentage,Foreigns,Male,Thuringia,code16,60.9
2020,Percentage,Foreigns,Male,Thuringia,code16,71.0
2021,Percentage,Foreigns,Male,Thuringia,code16,70.0
2030,Percentage,Foreigns,,,,
1996,Percentage,Germans,,Baden-Wuerttemberg,code08,93.7
1997,Percentage,Germans,,Baden-Wuerttemberg,code08,94.0
1998,Percentage,Germans,,Baden-Wuerttemberg,code08,94.0
1999,Percentage,Germans,,Baden-Wuerttemberg,code08,93.9
2000,Percentage,Germans,,Baden-Wuerttemberg,code08,93.7
2001,Percentage,Germans,,Baden-Wuerttemberg,code08,93.7
2002,Percentage,Germans,,Baden-Wuerttemberg,code08,93.8
2003,Percentage,Germans,,Baden-Wuerttemberg,code08,94.3
2004,Percentage,Germans,,Baden-Wuerttemberg,code08,94.3
2005,Percentage,Germans,,Baden-Wuerttemberg,code08,94.7
2006,Percentage,Germans,,Baden-Wuerttemberg,code08,95.1
2007,Percentage,Germans,,Baden-Wuerttemberg,code08,95.5
2008,Percentage,Germans,,Baden-Wuerttemberg,code08,95.7
2009,Percentage,Germans,,Baden-Wuerttemberg,code08,95.6
2010,Percentage,Germans,,Baden-Wuerttemberg,code08,95.8
2011,Percentage,Germans,,Baden-Wuerttemberg,code08,96.0
2012,Percentage,Germans,,Baden-Wuerttemberg,code08,96.6
2013,Percentage,Germans,,Baden-Wuerttemberg,code08,96.2
2014,Percentage,Germans,,Baden-Wuerttemberg,code08,95.9
2015,Percentage,Germans,,Baden-Wuerttemberg,code08,95.9
2016,Percentage,Germans,,Baden-Wuerttemberg,code08,95.7
2017,Percentage,Germans,,Baden-Wuerttemberg,code08,94.8
2018,Percentage,Germans,,Baden-Wuerttemberg,code08,94.9
2019,Percentage,Germans,,Baden-Wuerttemberg,code08,95.2
2020,Percentage,Germans,,Baden-Wuerttemberg,code08,95.6
2021,Percentage,Germans,,Baden-Wuerttemberg,code08,94.9
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Bavaria,code09,93.1
1997,Percentage,Germans,,Bavaria,code09,92.7
1998,Percentage,Germans,,Bavaria,code09,92.3
1999,Percentage,Germans,,Bavaria,code09,92.6
2000,Percentage,Germans,,Bavaria,code09,92.1
2001,Percentage,Germans,,Bavaria,code09,91.4
2002,Percentage,Germans,,Bavaria,code09,91.8
2003,Percentage,Germans,,Bavaria,code09,92.5
2004,Percentage,Germans,,Bavaria,code09,92.6
2005,Percentage,Germans,,Bavaria,code09,93.2
2006,Percentage,Germans,,Bavaria,code09,93.6
2007,Percentage,Germans,,Bavaria,code09,94.0
2008,Percentage,Germans,,Bavaria,code09,94.6
2009,Percentage,Germans,,Bavaria,code09,94.9
2010,Percentage,Germans,,Bavaria,code09,95.2
2011,Percentage,Germans,,Bavaria,code09,96.4
2012,Percentage,Germans,,Bavaria,code09,96.0
2013,Percentage,Germans,,Bavaria,code09,96.2
2014,Percentage,Germans,,Bavaria,code09,96.4
2015,Percentage,Germans,,Bavaria,code09,96.3
2016,Percentage,Germans,,Bavaria,code09,96.4
2017,Percentage,Germans,,Bavaria,code09,96.1
2018,Percentage,Germans,,Bavaria,code09,95.9
2019,Percentage,Germans,,Bavaria,code09,96.0
2020,Percentage,Germans,,Bavaria,code09,96.2
2021,Percentage,Germans,,Bavaria,code09,96.0
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Berlin,code11,90.8
1997,Percentage,Germans,,Berlin,code11,90.3
1998,Percentage,Germans,,Berlin,code11,89.5
1999,Percentage,Germans,,Berlin,code11,89.5
2000,Percentage,Germans,,Berlin,code11,89.6
2001,Percentage,Germans,,Berlin,code11,91.1
2002,Percentage,Germans,,Berlin,code11,91.1
2003,Percentage,Germans,,Berlin,code11,91.2
2004,Percentage,Germans,,Berlin,code11,91.6
2005,Percentage,Germans,,Berlin,code11,92.6
2006,Percentage,Germans,,Berlin,code11,92.6
2007,Percentage,Germans,,Berlin,code11,92.4
2008,Percentage,Germans,,Berlin,code11,92.6
2009,Percentage,Germans,,Berlin,code11,92.6
2010,Percentage,Germans,,Berlin,code11,92.5
2011,Percentage,Germans,,Berlin,code11,92.7
2012,Percentage,Germans,,Berlin,code11,94.3
2013,Percentage,Germans,,Berlin,code11,93.9
2014,Percentage,Germans,,Berlin,code11,93.1
2015,Percentage,Germans,,Berlin,code11,92.0
2016,Percentage,Germans,,Berlin,code11,93.4
2017,Percentage,Germans,,Berlin,code11,92.5
2018,Percentage,Germans,,Berlin,code11,92.1
2019,Percentage,Germans,,Berlin,code11,92.9
2020,Percentage,Germans,,Berlin,code11,93.4
2021,Percentage,Germans,,Berlin,code11,95.1
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Brandenburg,code12,90.5
1997,Percentage,Germans,,Brandenburg,code12,91.5
1998,Percentage,Germans,,Brandenburg,code12,91.2
1999,Percentage,Germans,,Brandenburg,code12,91.4
2000,Percentage,Germans,,Brandenburg,code12,91.1
2001,Percentage,Germans,,Brandenburg,code12,91.1
2002,Percentage,Germans,,Brandenburg,code12,91.1
2003,Percentage,Germans,,Brandenburg,code12,91.6
2004,Percentage,Germans,,Brandenburg,code12,91.1
2005,Percentage,Germans,,Brandenburg,code12,90.4
2006,Percentage,Germans,,Brandenburg,code12,89.9
2007,Percentage,Germans,,Brandenburg,code12,90.2
2008,Percentage,Germans,,Brandenburg,code12,90.4
2009,Percentage,Germans,,Brandenburg,code12,91.7
2010,Percentage,Germans,,Brandenburg,code12,91.8
2011,Percentage,Germans,,Brandenburg,code12,91.4
2012,Percentage,Germans,,Brandenburg,code12,92.9
2013,Percentage,Germans,,Brandenburg,code12,92.0
2014,Percentage,Germans,,Brandenburg,code12,91.9
2015,Percentage,Germans,,Brandenburg,code12,92.5
2016,Percentage,Germans,,Brandenburg,code12,92.9
2017,Percentage,Germans,,Brandenburg,code12,92.9
2018,Percentage,Germans,,Brandenburg,code12,92.9
2019,Percentage,Germans,,Brandenburg,code12,93.0
2020,Percentage,Germans,,Brandenburg,code12,94.5
2021,Percentage,Germans,,Brandenburg,code12,93.8
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Bremen,code04,91.8
1997,Percentage,Germans,,Bremen,code04,92.7
1998,Percentage,Germans,,Bremen,code04,90.6
1999,Percentage,Germans,,Bremen,code04,92.5
2000,Percentage,Germans,,Bremen,code04,92.6
2001,Percentage,Germans,,Bremen,code04,91.8
2002,Percentage,Germans,,Bremen,code04,92.4
2003,Percentage,Germans,,Bremen,code04,92.4
2004,Percentage,Germans,,Bremen,code04,91.3
2005,Percentage,Germans,,Bremen,code04,92.4
2006,Percentage,Germans,,Bremen,code04,93.9
2007,Percentage,Germans,,Bremen,code04,93.7
2008,Percentage,Germans,,Bremen,code04,94.2
2009,Percentage,Germans,,Bremen,code04,95.0
2010,Percentage,Germans,,Bremen,code04,96.0
2011,Percentage,Germans,,Bremen,code04,95.1
2012,Percentage,Germans,,Bremen,code04,95.9
2013,Percentage,Germans,,Bremen,code04,95.2
2014,Percentage,Germans,,Bremen,code04,94.8
2015,Percentage,Germans,,Bremen,code04,94.9
2016,Percentage,Germans,,Bremen,code04,95.1
2017,Percentage,Germans,,Bremen,code04,94.0
2018,Percentage,Germans,,Bremen,code04,94.5
2019,Percentage,Germans,,Bremen,code04,93.8
2020,Percentage,Germans,,Bremen,code04,94.6
2021,Percentage,Germans,,Bremen,code04,94.0
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Hamburg,code02,90.7
1997,Percentage,Germans,,Hamburg,code02,90.1
1998,Percentage,Germans,,Hamburg,code02,90.6
1999,Percentage,Germans,,Hamburg,code02,90.5
2000,Percentage,Germans,,Hamburg,code02,89.4
2001,Percentage,Germans,,Hamburg,code02,89.1
2002,Percentage,Germans,,Hamburg,code02,89.7
2003,Percentage,Germans,,Hamburg,code02,90.0
2004,Percentage,Germans,,Hamburg,code02,90.6
2005,Percentage,Germans,,Hamburg,code02,90.4
2006,Percentage,Germans,,Hamburg,code02,90.6
2007,Percentage,Germans,,Hamburg,code02,91.5
2008,Percentage,Germans,,Hamburg,code02,93.4
2009,Percentage,Germans,,Hamburg,code02,93.6
2010,Percentage,Germans,,Hamburg,code02,95.2
2011,Percentage,Germans,,Hamburg,code02,94.0
2012,Percentage,Germans,,Hamburg,code02,94.1
2013,Percentage,Germans,,Hamburg,code02,95.8
2014,Percentage,Germans,,Hamburg,code02,96.0
2015,Percentage,Germans,,Hamburg,code02,95.4
2016,Percentage,Germans,,Hamburg,code02,95.3
2017,Percentage,Germans,,Hamburg,code02,95.8
2018,Percentage,Germans,,Hamburg,code02,95.0
2019,Percentage,Germans,,Hamburg,code02,95.1
2020,Percentage,Germans,,Hamburg,code02,94.7
2021,Percentage,Germans,,Hamburg,code02,95.3
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Hesse,code06,93.1
1997,Percentage,Germans,,Hesse,code06,93.2
1998,Percentage,Germans,,Hesse,code06,93.3
1999,Percentage,Germans,,Hesse,code06,92.6
2000,Percentage,Germans,,Hesse,code06,91.8
2001,Percentage,Germans,,Hesse,code06,92.1
2002,Percentage,Germans,,Hesse,code06,92.9
2003,Percentage,Germans,,Hesse,code06,92.4
2004,Percentage,Germans,,Hesse,code06,93.0
2005,Percentage,Germans,,Hesse,code06,93.4
2006,Percentage,Germans,,Hesse,code06,93.5
2007,Percentage,Germans,,Hesse,code06,93.5
2008,Percentage,Germans,,Hesse,code06,94.5
2009,Percentage,Germans,,Hesse,code06,94.8
2010,Percentage,Germans,,Hesse,code06,95.4
2011,Percentage,Germans,,Hesse,code06,95.9
2012,Percentage,Germans,,Hesse,code06,95.8
2013,Percentage,Germans,,Hesse,code06,96.7
2014,Percentage,Germans,,Hesse,code06,96.4
2015,Percentage,Germans,,Hesse,code06,96.5
2016,Percentage,Germans,,Hesse,code06,95.8
2017,Percentage,Germans,,Hesse,code06,95.9
2018,Percentage,Germans,,Hesse,code06,95.9
2019,Percentage,Germans,,Hesse,code06,95.8
2020,Percentage,Germans,,Hesse,code06,96.5
2021,Percentage,Germans,,Hesse,code06,95.5
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.6
1997,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.8
1998,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.3
1999,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.6
2000,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.1
2001,Percentage,Germans,,Mecklenburg Western Pomerania,code13,86.4
2002,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.4
2003,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.8
2004,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.3
2005,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.3
2006,Percentage,Germans,,Mecklenburg Western Pomerania,code13,88.7
2007,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.7
2008,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.3
2009,Percentage,Germans,,Mecklenburg Western Pomerania,code13,87.9
2010,Percentage,Germans,,Mecklenburg Western Pomerania,code13,86.8
2011,Percentage,Germans,,Mecklenburg Western Pomerania,code13,86.0
2012,Percentage,Germans,,Mecklenburg Western Pomerania,code13,87.7
2013,Percentage,Germans,,Mecklenburg Western Pomerania,code13,89.2
2014,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.4
2015,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.7
2016,Percentage,Germans,,Mecklenburg Western Pomerania,code13,90.8
2017,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.5
2018,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.9
2019,Percentage,Germans,,Mecklenburg Western Pomerania,code13,91.4
2020,Percentage,Germans,,Mecklenburg Western Pomerania,code13,93.1
2021,Percentage,Germans,,Mecklenburg Western Pomerania,code13,92.2
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Lower Saxony,code03,91.2
1997,Percentage,Germans,,Lower Saxony,code03,91.1
1998,Percentage,Germans,,Lower Saxony,code03,91.4
1999,Percentage,Germans,,Lower Saxony,code03,91.8
2000,Percentage,Germans,,Lower Saxony,code03,91.1
2001,Percentage,Germans,,Lower Saxony,code03,91.1
2002,Percentage,Germans,,Lower Saxony,code03,91.4
2003,Percentage,Germans,,Lower Saxony,code03,90.7
2004,Percentage,Germans,,Lower Saxony,code03,93.4
2005,Percentage,Germans,,Lower Saxony,code03,92.1
2006,Percentage,Germans,,Lower Saxony,code03,92.6
2007,Percentage,Germans,,Lower Saxony,code03,93.3
2008,Percentage,Germans,,Lower Saxony,code03,93.4
2009,Percentage,Germans,,Lower Saxony,code03,94.3
2010,Percentage,Germans,,Lower Saxony,code03,94.7
2011,Percentage,Germans,,Lower Saxony,code03,95.6
2012,Percentage,Germans,,Lower Saxony,code03,95.0
2013,Percentage,Germans,,Lower Saxony,code03,95.4
2014,Percentage,Germans,,Lower Saxony,code03,95.6
2015,Percentage,Germans,,Lower Saxony,code03,95.6
2016,Percentage,Germans,,Lower Saxony,code03,95.7
2017,Percentage,Germans,,Lower Saxony,code03,95.4
2018,Percentage,Germans,,Lower Saxony,code03,95.1
2019,Percentage,Germans,,Lower Saxony,code03,94.7
2020,Percentage,Germans,,Lower Saxony,code03,93.4
2021,Percentage,Germans,,Lower Saxony,code03,95.2
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,North Rhine-Westphalia,code05,95.3
1997,Percentage,Germans,,North Rhine-Westphalia,code05,95.0
1998,Percentage,Germans,,North Rhine-Westphalia,code05,95.1
1999,Percentage,Germans,,North Rhine-Westphalia,code05,95.1
2000,Percentage,Germans,,North Rhine-Westphalia,code05,94.9
2001,Percentage,Germans,,North Rhine-Westphalia,code05,94.1
2002,Percentage,Germans,,North Rhine-Westphalia,code05,94.0
2003,Percentage,Germans,,North Rhine-Westphalia,code05,94.1
2004,Percentage,Germans,,North Rhine-Westphalia,code05,94.0
2005,Percentage,Germans,,North Rhine-Westphalia,code05,94.1
2006,Percentage,Germans,,North Rhine-Westphalia,code05,94.4
2007,Percentage,Germans,,North Rhine-Westphalia,code05,94.5
2008,Percentage,Germans,,North Rhine-Westphalia,code05,94.6
2009,Percentage,Germans,,North Rhine-Westphalia,code05,94.8
2010,Percentage,Germans,,North Rhine-Westphalia,code05,95.3
2011,Percentage,Germans,,North Rhine-Westphalia,code05,95.4
2012,Percentage,Germans,,North Rhine-Westphalia,code05,95.7
2013,Percentage,Germans,,North Rhine-Westphalia,code05,96.3
2014,Percentage,Germans,,North Rhine-Westphalia,code05,95.2
2015,Percentage,Germans,,North Rhine-Westphalia,code05,95.4
2016,Percentage,Germans,,North Rhine-Westphalia,code05,95.4
2017,Percentage,Germans,,North Rhine-Westphalia,code05,95.4
2018,Percentage,Germans,,North Rhine-Westphalia,code05,95.0
2019,Percentage,Germans,,North Rhine-Westphalia,code05,95.0
2020,Percentage,Germans,,North Rhine-Westphalia,code05,95.4
2021,Percentage,Germans,,North Rhine-Westphalia,code05,95.5
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Rhineland Palatinate,code07,91.4
1997,Percentage,Germans,,Rhineland Palatinate,code07,91.5
1998,Percentage,Germans,,Rhineland Palatinate,code07,91.4
1999,Percentage,Germans,,Rhineland Palatinate,code07,91.9
2000,Percentage,Germans,,Rhineland Palatinate,code07,91.4
2001,Percentage,Germans,,Rhineland Palatinate,code07,91.6
2002,Percentage,Germans,,Rhineland Palatinate,code07,91.8
2003,Percentage,Germans,,Rhineland Palatinate,code07,92.2
2004,Percentage,Germans,,Rhineland Palatinate,code07,93.0
2005,Percentage,Germans,,Rhineland Palatinate,code07,93.1
2006,Percentage,Germans,,Rhineland Palatinate,code07,93.2
2007,Percentage,Germans,,Rhineland Palatinate,code07,93.2
2008,Percentage,Germans,,Rhineland Palatinate,code07,93.7
2009,Percentage,Germans,,Rhineland Palatinate,code07,93.9
2010,Percentage,Germans,,Rhineland Palatinate,code07,94.8
2011,Percentage,Germans,,Rhineland Palatinate,code07,94.9
2012,Percentage,Germans,,Rhineland Palatinate,code07,95.1
2013,Percentage,Germans,,Rhineland Palatinate,code07,95.2
2014,Percentage,Germans,,Rhineland Palatinate,code07,95.1
2015,Percentage,Germans,,Rhineland Palatinate,code07,94.4
2016,Percentage,Germans,,Rhineland Palatinate,code07,94.8
2017,Percentage,Germans,,Rhineland Palatinate,code07,94.4
2018,Percentage,Germans,,Rhineland Palatinate,code07,94.3
2019,Percentage,Germans,,Rhineland Palatinate,code07,93.7
2020,Percentage,Germans,,Rhineland Palatinate,code07,94.2
2021,Percentage,Germans,,Rhineland Palatinate,code07,94.1
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Saarland,code10,90.7
1997,Percentage,Germans,,Saarland,code10,90.5
1998,Percentage,Germans,,Saarland,code10,90.5
1999,Percentage,Germans,,Saarland,code10,89.9
2000,Percentage,Germans,,Saarland,code10,90.8
2001,Percentage,Germans,,Saarland,code10,89.8
2002,Percentage,Germans,,Saarland,code10,91.8
2003,Percentage,Germans,,Saarland,code10,91.8
2004,Percentage,Germans,,Saarland,code10,92.2
2005,Percentage,Germans,,Saarland,code10,92.4
2006,Percentage,Germans,,Saarland,code10,92.9
2007,Percentage,Germans,,Saarland,code10,93.5
2008,Percentage,Germans,,Saarland,code10,94.0
2009,Percentage,Germans,,Saarland,code10,95.3
2010,Percentage,Germans,,Saarland,code10,95.0
2011,Percentage,Germans,,Saarland,code10,95.5
2012,Percentage,Germans,,Saarland,code10,95.1
2013,Percentage,Germans,,Saarland,code10,95.4
2014,Percentage,Germans,,Saarland,code10,95.4
2015,Percentage,Germans,,Saarland,code10,96.1
2016,Percentage,Germans,,Saarland,code10,95.1
2017,Percentage,Germans,,Saarland,code10,95.4
2018,Percentage,Germans,,Saarland,code10,95.2
2019,Percentage,Germans,,Saarland,code10,94.7
2020,Percentage,Germans,,Saarland,code10,95.4
2021,Percentage,Germans,,Saarland,code10,95.4
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Saxony,code14,90.3
1997,Percentage,Germans,,Saxony,code14,90.6
1998,Percentage,Germans,,Saxony,code14,89.7
1999,Percentage,Germans,,Saxony,code14,88.2
2000,Percentage,Germans,,Saxony,code14,88.0
2001,Percentage,Germans,,Saxony,code14,89.0
2002,Percentage,Germans,,Saxony,code14,90.1
2003,Percentage,Germans,,Saxony,code14,90.2
2004,Percentage,Germans,,Saxony,code14,90.7
2005,Percentage,Germans,,Saxony,code14,91.0
2006,Percentage,Germans,,Saxony,code14,91.5
2007,Percentage,Germans,,Saxony,code14,91.8
2008,Percentage,Germans,,Saxony,code14,91.7
2009,Percentage,Germans,,Saxony,code14,91.5
2010,Percentage,Germans,,Saxony,code14,90.6
2011,Percentage,Germans,,Saxony,code14,90.3
2012,Percentage,Germans,,Saxony,code14,90.4
2013,Percentage,Germans,,Saxony,code14,90.3
2014,Percentage,Germans,,Saxony,code14,91.9
2015,Percentage,Germans,,Saxony,code14,92.1
2016,Percentage,Germans,,Saxony,code14,92.1
2017,Percentage,Germans,,Saxony,code14,92.5
2018,Percentage,Germans,,Saxony,code14,92.4
2019,Percentage,Germans,,Saxony,code14,92.5
2020,Percentage,Germans,,Saxony,code14,93.0
2021,Percentage,Germans,,Saxony,code14,92.1
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Saxony-Anhalt,code15,89.4
1997,Percentage,Germans,,Saxony-Anhalt,code15,90.0
1998,Percentage,Germans,,Saxony-Anhalt,code15,89.1
1999,Percentage,Germans,,Saxony-Anhalt,code15,88.5
2000,Percentage,Germans,,Saxony-Anhalt,code15,87.7
2001,Percentage,Germans,,Saxony-Anhalt,code15,82.1
2002,Percentage,Germans,,Saxony-Anhalt,code15,85.9
2003,Percentage,Germans,,Saxony-Anhalt,code15,86.0
2004,Percentage,Germans,,Saxony-Anhalt,code15,86.3
2005,Percentage,Germans,,Saxony-Anhalt,code15,88.3
2006,Percentage,Germans,,Saxony-Anhalt,code15,89.3
2007,Percentage,Germans,,Saxony-Anhalt,code15,92.3
2008,Percentage,Germans,,Saxony-Anhalt,code15,89.6
2009,Percentage,Germans,,Saxony-Anhalt,code15,89.7
2010,Percentage,Germans,,Saxony-Anhalt,code15,88.4
2011,Percentage,Germans,,Saxony-Anhalt,code15,88.2
2012,Percentage,Germans,,Saxony-Anhalt,code15,88.9
2013,Percentage,Germans,,Saxony-Anhalt,code15,89.9
2014,Percentage,Germans,,Saxony-Anhalt,code15,90.5
2015,Percentage,Germans,,Saxony-Anhalt,code15,89.9
2016,Percentage,Germans,,Saxony-Anhalt,code15,91.0
2017,Percentage,Germans,,Saxony-Anhalt,code15,90.8
2018,Percentage,Germans,,Saxony-Anhalt,code15,89.9
2019,Percentage,Germans,,Saxony-Anhalt,code15,90.0
2020,Percentage,Germans,,Saxony-Anhalt,code15,90.9
2021,Percentage,Germans,,Saxony-Anhalt,code15,91.4
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Schleswig-Holstein,code01,91.0
1997,Percentage,Germans,,Schleswig-Holstein,code01,90.5
1998,Percentage,Germans,,Schleswig-Holstein,code01,89.9
1999,Percentage,Germans,,Schleswig-Holstein,code01,90.3
2000,Percentage,Germans,,Schleswig-Holstein,code01,90.3
2001,Percentage,Germans,,Schleswig-Holstein,code01,89.7
2002,Percentage,Germans,,Schleswig-Holstein,code01,89.7
2003,Percentage,Germans,,Schleswig-Holstein,code01,90.6
2004,Percentage,Germans,,Schleswig-Holstein,code01,90.6
2005,Percentage,Germans,,Schleswig-Holstein,code01,90.7
2006,Percentage,Germans,,Schleswig-Holstein,code01,90.8
2007,Percentage,Germans,,Schleswig-Holstein,code01,91.8
2008,Percentage,Germans,,Schleswig-Holstein,code01,91.9
2009,Percentage,Germans,,Schleswig-Holstein,code01,93.5
2010,Percentage,Germans,,Schleswig-Holstein,code01,93.5
2011,Percentage,Germans,,Schleswig-Holstein,code01,93.1
2012,Percentage,Germans,,Schleswig-Holstein,code01,93.0
2013,Percentage,Germans,,Schleswig-Holstein,code01,92.8
2014,Percentage,Germans,,Schleswig-Holstein,code01,92.6
2015,Percentage,Germans,,Schleswig-Holstein,code01,92.8
2016,Percentage,Germans,,Schleswig-Holstein,code01,93.9
2017,Percentage,Germans,,Schleswig-Holstein,code01,93.1
2018,Percentage,Germans,,Schleswig-Holstein,code01,92.5
2019,Percentage,Germans,,Schleswig-Holstein,code01,91.9
2020,Percentage,Germans,,Schleswig-Holstein,code01,92.7
2021,Percentage,Germans,,Schleswig-Holstein,code01,93.3
2030,Percentage,Germans,,,,
1996,Percentage,Germans,,Thuringia,code16,87.7
1997,Percentage,Germans,,Thuringia,code16,87.8
1998,Percentage,Germans,,Thuringia,code16,87.0
1999,Percentage,Germans,,Thuringia,code16,87.0
2000,Percentage,Germans,,Thuringia,code16,87.5
2001,Percentage,Germans,,Thuringia,code16,87.7
2002,Percentage,Germans,,Thuringia,code16,88.3
2003,Percentage,Germans,,Thuringia,code16,90.7
2004,Percentage,Germans,,Thuringia,code16,91.3
2005,Percentage,Germans,,Thuringia,code16,92.1
2006,Percentage,Germans,,Thuringia,code16,92.0
2007,Percentage,Germans,,Thuringia,code16,93.1
2008,Percentage,Germans,,Thuringia,code16,93.2
2009,Percentage,Germans,,Thuringia,code16,92.9
2010,Percentage,Germans,,Thuringia,code16,91.6
2011,Percentage,Germans,,Thuringia,code16,91.4
2012,Percentage,Germans,,Thuringia,code16,92.5
2013,Percentage,Germans,,Thuringia,code16,92.2
2014,Percentage,Germans,,Thuringia,code16,93.1
2015,Percentage,Germans,,Thuringia,code16,93.0
2016,Percentage,Germans,,Thuringia,code16,92.9
2017,Percentage,Germans,,Thuringia,code16,93.0
2018,Percentage,Germans,,Thuringia,code16,92.2
2019,Percentage,Germans,,Thuringia,code16,92.4
2020,Percentage,Germans,,Thuringia,code16,93.6
2021,Percentage,Germans,,Thuringia,code16,92.7
2030,Percentage,Germans,,,,
1996,Percentage,Germans,Female,,,94.5
1997,Percentage,Germans,Female,,,94.6
1998,Percentage,Germans,Female,,,94.4
1999,Percentage,Germans,Female,,,94.2
2000,Percentage,Germans,Female,,,94.1
2001,Percentage,Germans,Female,,,93.7
2002,Percentage,Germans,Female,,,94.0
2003,Percentage,Germans,Female,,,94.2
2004,Percentage,Germans,Female,,,94.6
2005,Percentage,Germans,Female,,,94.7
2006,Percentage,Germans,Female,,,94.8
2007,Percentage,Germans,Female,,,95.2
2008,Percentage,Germans,Female,,,95.2
2009,Percentage,Germans,Female,,,95.5
2010,Percentage,Germans,Female,,,95.8
2011,Percentage,Germans,Female,,,96.0
2012,Percentage,Germans,Female,,,96.1
2013,Percentage,Germans,Female,,,96.3
2014,Percentage,Germans,Female,,,96.1
2015,Percentage,Germans,Female,,,96.1
2016,Percentage,Germans,Female,,,96.1
2017,Percentage,Germans,Female,,,95.9
2018,Percentage,Germans,Female,,,95.8
2019,Percentage,Germans,Female,,,95.8
2020,Percentage,Germans,Female,,,96.0
2021,Percentage,Germans,Female,,,96.0
2030,Percentage,Germans,,,,
1996,Percentage,Germans,Male,,,90.1
1997,Percentage,Germans,Male,,,90.1
1998,Percentage,Germans,Male,,,89.8
1999,Percentage,Germans,Male,,,89.8
2000,Percentage,Germans,Male,,,89.3
2001,Percentage,Germans,Male,,,89.1
2002,Percentage,Germans,Male,,,89.6
2003,Percentage,Germans,Male,,,90.0
2004,Percentage,Germans,Male,,,90.6
2005,Percentage,Germans,Male,,,90.9
2006,Percentage,Germans,Male,,,91.4
2007,Percentage,Germans,Male,,,92.0
2008,Percentage,Germans,Male,,,92.5
2009,Percentage,Germans,Male,,,93.0
2010,Percentage,Germans,Male,,,93.4
2011,Percentage,Germans,Male,,,94.0
2012,Percentage,Germans,Male,,,94.1
2013,Percentage,Germans,Male,,,94.5
2014,Percentage,Germans,Male,,,94.1
2015,Percentage,Germans,Male,,,94.0
2016,Percentage,Germans,Male,,,94.1
2017,Percentage,Germans,Male,,,93.8
2018,Percentage,Germans,Male,,,93.5
2019,Percentage,Germans,Male,,,93.3
2020,Percentage,Germans,Male,,,93.8
2021,Percentage,Germans,Male,,,93.8
2030,Percentage,Germans,,,,
1996,Percentage points,Difference,,,,11.9
1997,Percentage points,Difference,,,,11.7
1998,Percentage points,Difference,,,,11.6
1999,Percentage points,Difference,,,,11.3
2000,Percentage points,Difference,,,,11.6
2001,Percentage points,Difference,,,,11.5
2002,Percentage points,Difference,,,,11.2
2003,Percentage points,Difference,,,,11.2
2004,Percentage points,Difference,,,,10.7
2005,Percentage points,Difference,,,,10.2
