Year,Units,COMMENT_OBS_0,Länder,GeoCode,Age group,Sex,Value
2019,Percentage,.,Saarland,code10,,Male,
2020,Percentage,.,Saarland,code10,,Male,
1999,Percentage,,Saxony,code14,,Male,11.486
2003,Percentage,,Saxony,code14,,Male,13.14
2005,Percentage,,Saxony,code14,,Male,12.946
2009,Percentage,,Saxony,code14,,Male,13.384
2013,Percentage,,Saxony,code14,,Male,14.278
2017,Percentage,,Saxony,code14,,Male,15.772
2021,Percentage,,Saxony,code14,,Male,15.576
2000,Percentage,.,Saxony,code14,,Male,
2001,Percentage,.,Saxony,code14,,Male,
2002,Percentage,.,Saxony,code14,,Male,
2004,Percentage,.,Saxony,code14,,Male,
2006,Percentage,.,Saxony,code14,,Male,
2007,Percentage,.,Saxony,code14,,Male,
2008,Percentage,.,Saxony,code14,,Male,
2010,Percentage,.,Saxony,code14,,Male,
2011,Percentage,.,Saxony,code14,,Male,
2012,Percentage,.,Saxony,code14,,Male,
2014,Percentage,.,Saxony,code14,,Male,
2015,Percentage,.,Saxony,code14,,Male,
2016,Percentage,.,Saxony,code14,,Male,
2018,Percentage,.,Saxony,code14,,Male,
2019,Percentage,.,Saxony,code14,,Male,
2020,Percentage,.,Saxony,code14,,Male,
1999,Percentage,,Saxony-Anhalt,code15,,Male,13.609
2003,Percentage,,Saxony-Anhalt,code15,,Male,14.71
2005,Percentage,,Saxony-Anhalt,code15,,Male,15.755
2009,Percentage,,Saxony-Anhalt,code15,,Male,15.801
2013,Percentage,,Saxony-Anhalt,code15,,Male,17.477
2017,Percentage,,Saxony-Anhalt,code15,,Male,18.706
2021,Percentage,,Saxony-Anhalt,code15,,Male,17.078
2000,Percentage,.,Saxony-Anhalt,code15,,Male,
2001,Percentage,.,Saxony-Anhalt,code15,,Male,
2002,Percentage,.,Saxony-Anhalt,code15,,Male,
2004,Percentage,.,Saxony-Anhalt,code15,,Male,
2006,Percentage,.,Saxony-Anhalt,code15,,Male,
2007,Percentage,.,Saxony-Anhalt,code15,,Male,
2008,Percentage,.,Saxony-Anhalt,code15,,Male,
2010,Percentage,.,Saxony-Anhalt,code15,,Male,
2011,Percentage,.,Saxony-Anhalt,code15,,Male,
2012,Percentage,.,Saxony-Anhalt,code15,,Male,
2014,Percentage,.,Saxony-Anhalt,code15,,Male,
2015,Percentage,.,Saxony-Anhalt,code15,,Male,
2016,Percentage,.,Saxony-Anhalt,code15,,Male,
2018,Percentage,.,Saxony-Anhalt,code15,,Male,
2019,Percentage,.,Saxony-Anhalt,code15,,Male,
2020,Percentage,.,Saxony-Anhalt,code15,,Male,
1999,Percentage,,Schleswig-Holstein,code01,,Male,10.106
2003,Percentage,,Schleswig-Holstein,code01,,Male,11.019
2005,Percentage,,Schleswig-Holstein,code01,,Male,12.484
2009,Percentage,,Schleswig-Holstein,code01,,Male,13.974
2013,Percentage,,Schleswig-Holstein,code01,,Male,14.95
2017,Percentage,,Schleswig-Holstein,code01,,Male,16.843
2021,Percentage,,Schleswig-Holstein,code01,,Male,19.078
2000,Percentage,.,Schleswig-Holstein,code01,,Male,
2001,Percentage,.,Schleswig-Holstein,code01,,Male,
2002,Percentage,.,Schleswig-Holstein,code01,,Male,
2004,Percentage,.,Schleswig-Holstein,code01,,Male,
2006,Percentage,.,Schleswig-Holstein,code01,,Male,
2007,Percentage,.,Schleswig-Holstein,code01,,Male,
2008,Percentage,.,Schleswig-Holstein,code01,,Male,
2010,Percentage,.,Schleswig-Holstein,code01,,Male,
2011,Percentage,.,Schleswig-Holstein,code01,,Male,
2012,Percentage,.,Schleswig-Holstein,code01,,Male,
2014,Percentage,.,Schleswig-Holstein,code01,,Male,
2015,Percentage,.,Schleswig-Holstein,code01,,Male,
2016,Percentage,.,Schleswig-Holstein,code01,,Male,
2018,Percentage,.,Schleswig-Holstein,code01,,Male,
2019,Percentage,.,Schleswig-Holstein,code01,,Male,
2020,Percentage,.,Schleswig-Holstein,code01,,Male,
1999,Percentage,,Thuringia,code16,,Male,14.3
2003,Percentage,,Thuringia,code16,,Male,13.129
2005,Percentage,,Thuringia,code16,,Male,14.549
2009,Percentage,,Thuringia,code16,,Male,15.579
2013,Percentage,,Thuringia,code16,,Male,15.858
2017,Percentage,,Thuringia,code16,,Male,18.608
2021,Percentage,,Thuringia,code16,,Male,19.585
2000,Percentage,.,Thuringia,code16,,Male,
2001,Percentage,.,Thuringia,code16,,Male,
2002,Percentage,.,Thuringia,code16,,Male,
2004,Percentage,.,Thuringia,code16,,Male,
2006,Percentage,.,Thuringia,code16,,Male,
2007,Percentage,.,Thuringia,code16,,Male,
2008,Percentage,.,Thuringia,code16,,Male,
2010,Percentage,.,Thuringia,code16,,Male,
2011,Percentage,.,Thuringia,code16,,Male,
2012,Percentage,.,Thuringia,code16,,Male,
2014,Percentage,.,Thuringia,code16,,Male,
2015,Percentage,.,Thuringia,code16,,Male,
2016,Percentage,.,Thuringia,code16,,Male,
2018,Percentage,.,Thuringia,code16,,Male,
2019,Percentage,.,Thuringia,code16,,Male,
2020,Percentage,.,Thuringia,code16,,Male,
1999,Percentage,,,,18 to under 20 years,Male,
2003,Percentage,.,,,18 to under 20 years,Male,
2005,Percentage,.,,,18 to under 20 years,Male,
2009,Percentage,.,,,18 to under 20 years,Male,
2013,Percentage,,,,18 to under 20 years,Male,4.058
2017,Percentage,,,,18 to under 20 years,Male,4.955
2021,Percentage,,,,18 to under 20 years,Male,6.553
2000,Percentage,.,,,18 to under 20 years,Male,
2001,Percentage,.,,,18 to under 20 years,Male,
2002,Percentage,.,,,18 to under 20 years,Male,
2004,Percentage,.,,,18 to under 20 years,Male,
2006,Percentage,.,,,18 to under 20 years,Male,
2007,Percentage,.,,,18 to under 20 years,Male,
2008,Percentage,.,,,18 to under 20 years,Male,
2010,Percentage,.,,,18 to under 20 years,Male,
2011,Percentage,.,,,18 to under 20 years,Male,
2012,Percentage,.,,,18 to under 20 years,Male,
2014,Percentage,.,,,18 to under 20 years,Male,
2015,Percentage,.,,,18 to under 20 years,Male,
2016,Percentage,.,,,18 to under 20 years,Male,
2018,Percentage,.,,,18 to under 20 years,Male,
2019,Percentage,.,,,18 to under 20 years,Male,
2020,Percentage,.,,,18 to under 20 years,Male,
1999,Percentage,,,,20 to under 25 years,Male,
2003,Percentage,.,,,20 to under 25 years,Male,
2005,Percentage,.,,,20 to under 25 years,Male,
2009,Percentage,.,,,20 to under 25 years,Male,
2013,Percentage,,,,20 to under 25 years,Male,6.166
2017,Percentage,,,,20 to under 25 years,Male,6.973
2021,Percentage,,,,20 to under 25 years,Male,7.308
2000,Percentage,.,,,20 to under 25 years,Male,
2001,Percentage,.,,,20 to under 25 years,Male,
2002,Percentage,.,,,20 to under 25 years,Male,
2004,Percentage,.,,,20 to under 25 years,Male,
2006,Percentage,.,,,20 to under 25 years,Male,
2007,Percentage,.,,,20 to under 25 years,Male,
2008,Percentage,.,,,20 to under 25 years,Male,
2010,Percentage,.,,,20 to under 25 years,Male,
2011,Percentage,.,,,20 to under 25 years,Male,
2012,Percentage,.,,,20 to under 25 years,Male,
2014,Percentage,.,,,20 to under 25 years,Male,
2015,Percentage,.,,,20 to under 25 years,Male,
2016,Percentage,.,,,20 to under 25 years,Male,
2018,Percentage,.,,,20 to under 25 years,Male,
2019,Percentage,.,,,20 to under 25 years,Male,
2020,Percentage,.,,,20 to under 25 years,Male,
1999,Percentage,,,,25 to under 30 years,Male,
2003,Percentage,.,,,25 to under 30 years,Male,
2005,Percentage,.,,,25 to under 30 years,Male,
2009,Percentage,.,,,25 to under 30 years,Male,
2013,Percentage,,,,25 to under 30 years,Male,8.808
2017,Percentage,,,,25 to under 30 years,Male,10.569
2021,Percentage,,,,25 to under 30 years,Male,12.572
2000,Percentage,.,,,25 to under 30 years,Male,
2001,Percentage,.,,,25 to under 30 years,Male,
2002,Percentage,.,,,25 to under 30 years,Male,
2004,Percentage,.,,,25 to under 30 years,Male,
2006,Percentage,.,,,25 to under 30 years,Male,
2007,Percentage,.,,,25 to under 30 years,Male,
2008,Percentage,.,,,25 to under 30 years,Male,
2010,Percentage,.,,,25 to under 30 years,Male,
2011,Percentage,.,,,25 to under 30 years,Male,
2012,Percentage,.,,,25 to under 30 years,Male,
2014,Percentage,.,,,25 to under 30 years,Male,
2015,Percentage,.,,,25 to under 30 years,Male,
2016,Percentage,.,,,25 to under 30 years,Male,
2018,Percentage,.,,,25 to under 30 years,Male,
2019,Percentage,.,,,25 to under 30 years,Male,
2020,Percentage,.,,,25 to under 30 years,Male,
1999,Percentage,,,,30 to under 35 years,Male,
2003,Percentage,.,,,30 to under 35 years,Male,
2005,Percentage,.,,,30 to under 35 years,Male,
2009,Percentage,.,,,30 to under 35 years,Male,
2013,Percentage,,,,30 to under 35 years,Male,12.162
2017,Percentage,,,,30 to under 35 years,Male,13.395
2021,Percentage,,,,30 to under 35 years,Male,15.416
2000,Percentage,.,,,30 to under 35 years,Male,
2001,Percentage,.,,,30 to under 35 years,Male,
2002,Percentage,.,,,30 to under 35 years,Male,
2004,Percentage,.,,,30 to under 35 years,Male,
2006,Percentage,.,,,30 to under 35 years,Male,
2007,Percentage,.,,,30 to under 35 years,Male,
2008,Percentage,.,,,30 to under 35 years,Male,
2010,Percentage,.,,,30 to under 35 years,Male,
2011,Percentage,.,,,30 to under 35 years,Male,
2012,Percentage,.,,,30 to under 35 years,Male,
2014,Percentage,.,,,30 to under 35 years,Male,
2015,Percentage,.,,,30 to under 35 years,Male,
2016,Percentage,.,,,30 to under 35 years,Male,
2018,Percentage,.,,,30 to under 35 years,Male,
2019,Percentage,.,,,30 to under 35 years,Male,
2020,Percentage,.,,,30 to under 35 years,Male,
1999,Percentage,,,,35 to under 40 years,Male,
2003,Percentage,.,,,35 to under 40 years,Male,
2005,Percentage,.,,,35 to under 40 years,Male,
2009,Percentage,.,,,35 to under 40 years,Male,
2013,Percentage,,,,35 to under 40 years,Male,14.883
2017,Percentage,,,,35 to under 40 years,Male,15.493
2021,Percentage,,,,35 to under 40 years,Male,17.247
2000,Percentage,.,,,35 to under 40 years,Male,
2001,Percentage,.,,,35 to under 40 years,Male,
2002,Percentage,.,,,35 to under 40 years,Male,
2004,Percentage,.,,,35 to under 40 years,Male,
2006,Percentage,.,,,35 to under 40 years,Male,
2007,Percentage,.,,,35 to under 40 years,Male,
2008,Percentage,.,,,35 to under 40 years,Male,
2010,Percentage,.,,,35 to under 40 years,Male,
2011,Percentage,.,,,35 to under 40 years,Male,
2012,Percentage,.,,,35 to under 40 years,Male,
2014,Percentage,.,,,35 to under 40 years,Male,
2015,Percentage,.,,,35 to under 40 years,Male,
2016,Percentage,.,,,35 to under 40 years,Male,
2018,Percentage,.,,,35 to under 40 years,Male,
2019,Percentage,.,,,35 to under 40 years,Male,
2020,Percentage,.,,,35 to under 40 years,Male,
1999,Percentage,,,,40 to under 45 years,Male,
2003,Percentage,.,,,40 to under 45 years,Male,
2005,Percentage,.,,,40 to under 45 years,Male,
2009,Percentage,.,,,40 to under 45 years,Male,
2013,Percentage,,,,40 to under 45 years,Male,16.774
2017,Percentage,,,,40 to under 45 years,Male,18.725
2021,Percentage,,,,40 to under 45 years,Male,19.522
2000,Percentage,.,,,40 to under 45 years,Male,
2001,Percentage,.,,,40 to under 45 years,Male,
2002,Percentage,.,,,40 to under 45 years,Male,
2004,Percentage,.,,,40 to under 45 years,Male,
2006,Percentage,.,,,40 to under 45 years,Male,
2007,Percentage,.,,,40 to under 45 years,Male,
2008,Percentage,.,,,40 to under 45 years,Male,
2010,Percentage,.,,,40 to under 45 years,Male,
2011,Percentage,.,,,40 to under 45 years,Male,
2012,Percentage,.,,,40 to under 45 years,Male,
2014,Percentage,.,,,40 to under 45 years,Male,
2015,Percentage,.,,,40 to under 45 years,Male,
2016,Percentage,.,,,40 to under 45 years,Male,
2018,Percentage,.,,,40 to under 45 years,Male,
2019,Percentage,.,,,40 to under 45 years,Male,
2020,Percentage,.,,,40 to under 45 years,Male,
1999,Percentage,,,,45 to under 50 years,Male,
2003,Percentage,.,,,45 to under 50 years,Male,
2005,Percentage,.,,,45 to under 50 years,Male,
2009,Percentage,.,,,45 to under 50 years,Male,
2013,Percentage,,,,45 to under 50 years,Male,17.912
2017,Percentage,,,,45 to under 50 years,Male,19.369
2021,Percentage,,,,45 to under 50 years,Male,23.49
2000,Percentage,.,,,45 to under 50 years,Male,
2001,Percentage,.,,,45 to under 50 years,Male,
2002,Percentage,.,,,45 to under 50 years,Male,
2004,Percentage,.,,,45 to under 50 years,Male,
2006,Percentage,.,,,45 to under 50 years,Male,
2007,Percentage,.,,,45 to under 50 years,Male,
2008,Percentage,.,,,45 to under 50 years,Male,
2010,Percentage,.,,,45 to under 50 years,Male,
2011,Percentage,.,,,45 to under 50 years,Male,
2012,Percentage,.,,,45 to under 50 years,Male,
2014,Percentage,.,,,45 to under 50 years,Male,
2015,Percentage,.,,,45 to under 50 years,Male,
2016,Percentage,.,,,45 to under 50 years,Male,
2018,Percentage,.,,,45 to under 50 years,Male,
2019,Percentage,.,,,45 to under 50 years,Male,
2020,Percentage,.,,,45 to under 50 years,Male,
1999,Percentage,,,,50 to under 55 years,Male,
2003,Percentage,.,,,50 to under 55 years,Male,
2005,Percentage,.,,,50 to under 55 years,Male,
2009,Percentage,.,,,50 to under 55 years,Male,
2013,Percentage,,,,50 to under 55 years,Male,20.19
2017,Percentage,,,,50 to under 55 years,Male,20.941
2021,Percentage,,,,50 to under 55 years,Male,21.825
2000,Percentage,.,,,50 to under 55 years,Male,
2001,Percentage,.,,,50 to under 55 years,Male,
2002,Percentage,.,,,50 to under 55 years,Male,
2004,Percentage,.,,,50 to under 55 years,Male,
2006,Percentage,.,,,50 to under 55 years,Male,
2007,Percentage,.,,,50 to under 55 years,Male,
2008,Percentage,.,,,50 to under 55 years,Male,
2010,Percentage,.,,,50 to under 55 years,Male,
2011,Percentage,.,,,50 to under 55 years,Male,
2012,Percentage,.,,,50 to under 55 years,Male,
2014,Percentage,.,,,50 to under 55 years,Male,
2015,Percentage,.,,,50 to under 55 years,Male,
2016,Percentage,.,,,50 to under 55 years,Male,
2018,Percentage,.,,,50 to under 55 years,Male,
2019,Percentage,.,,,50 to under 55 years,Male,
2020,Percentage,.,,,50 to under 55 years,Male,
1999,Percentage,,,,55 to under 60 years,Male,
2003,Percentage,.,,,55 to under 60 years,Male,
2005,Percentage,.,,,55 to under 60 years,Male,
2009,Percentage,.,,,55 to under 60 years,Male,
2013,Percentage,,,,55 to under 60 years,Male,22.595
2017,Percentage,,,,55 to under 60 years,Male,22.571
2021,Percentage,,,,55 to under 60 years,Male,22.302
2000,Percentage,.,,,55 to under 60 years,Male,
2001,Percentage,.,,,55 to under 60 years,Male,
2002,Percentage,.,,,55 to under 60 years,Male,
2004,Percentage,.,,,55 to under 60 years,Male,
2006,Percentage,.,,,55 to under 60 years,Male,
2007,Percentage,.,,,55 to under 60 years,Male,
2008,Percentage,.,,,55 to under 60 years,Male,
2010,Percentage,.,,,55 to under 60 years,Male,
2011,Percentage,.,,,55 to under 60 years,Male,
2012,Percentage,.,,,55 to under 60 years,Male,
2014,Percentage,.,,,55 to under 60 years,Male,
2015,Percentage,.,,,55 to under 60 years,Male,
2016,Percentage,.,,,55 to under 60 years,Male,
2018,Percentage,.,,,55 to under 60 years,Male,
2019,Percentage,.,,,55 to under 60 years,Male,
2020,Percentage,.,,,55 to under 60 years,Male,
1999,Percentage,,,,60 to under 65 years,Male,
2003,Percentage,.,,,60 to under 65 years,Male,
2005,Percentage,.,,,60 to under 65 years,Male,
2009,Percentage,.,,,60 to under 65 years,Male,
2013,Percentage,,,,60 to under 65 years,Male,24.674
2017,Percentage,,,,60 to under 65 years,Male,24.454
2021,Percentage,,,,60 to under 65 years,Male,23.474
2000,Percentage,.,,,60 to under 65 years,Male,
2001,Percentage,.,,,60 to under 65 years,Male,
2002,Percentage,.,,,60 to under 65 years,Male,
2004,Percentage,.,,,60 to under 65 years,Male,
2006,Percentage,.,,,60 to under 65 years,Male,
2007,Percentage,.,,,60 to under 65 years,Male,
2008,Percentage,.,,,60 to under 65 years,Male,
2010,Percentage,.,,,60 to under 65 years,Male,
2011,Percentage,.,,,60 to under 65 years,Male,
2012,Percentage,.,,,60 to under 65 years,Male,
2014,Percentage,.,,,60 to under 65 years,Male,
2015,Percentage,.,,,60 to under 65 years,Male,
2016,Percentage,.,,,60 to under 65 years,Male,
2018,Percentage,.,,,60 to under 65 years,Male,
2019,Percentage,.,,,60 to under 65 years,Male,
2020,Percentage,.,,,60 to under 65 years,Male,
1999,Percentage,,,,65 to under 70 years,Male,
2003,Percentage,.,,,65 to under 70 years,Male,
2005,Percentage,.,,,65 to under 70 years,Male,
2009,Percentage,.,,,65 to under 70 years,Male,
2013,Percentage,,,,65 to under 70 years,Male,23.634
2017,Percentage,,,,65 to under 70 years,Male,25.324
2021,Percentage,,,,65 to under 70 years,Male,23.024
2000,Percentage,.,,,65 to under 70 years,Male,
2001,Percentage,.,,,65 to under 70 years,Male,
2002,Percentage,.,,,65 to under 70 years,Male,
2004,Percentage,.,,,65 to under 70 years,Male,
2006,Percentage,.,,,65 to under 70 years,Male,
2007,Percentage,.,,,65 to under 70 years,Male,
2008,Percentage,.,,,65 to under 70 years,Male,
2010,Percentage,.,,,65 to under 70 years,Male,
2011,Percentage,.,,,65 to under 70 years,Male,
2012,Percentage,.,,,65 to under 70 years,Male,
2014,Percentage,.,,,65 to under 70 years,Male,
2015,Percentage,.,,,65 to under 70 years,Male,
2016,Percentage,.,,,65 to under 70 years,Male,
2018,Percentage,.,,,65 to under 70 years,Male,
2019,Percentage,.,,,65 to under 70 years,Male,
2020,Percentage,.,,,65 to under 70 years,Male,
1999,Percentage,,,,70 to under 75 years,Male,
2003,Percentage,.,,,70 to under 75 years,Male,
2005,Percentage,.,,,70 to under 75 years,Male,
2009,Percentage,.,,,70 to under 75 years,Male,
2013,Percentage,,,,70 to under 75 years,Male,21.188
2017,Percentage,,,,70 to under 75 years,Male,22.585
2021,Percentage,,,,70 to under 75 years,Male,22.602
2000,Percentage,.,,,70 to under 75 years,Male,
2001,Percentage,.,,,70 to under 75 years,Male,
2002,Percentage,.,,,70 to under 75 years,Male,
2004,Percentage,.,,,70 to under 75 years,Male,
2006,Percentage,.,,,70 to under 75 years,Male,
2007,Percentage,.,,,70 to under 75 years,Male,
2008,Percentage,.,,,70 to under 75 years,Male,
2010,Percentage,.,,,70 to under 75 years,Male,
2011,Percentage,.,,,70 to under 75 years,Male,
2012,Percentage,.,,,70 to under 75 years,Male,
2014,Percentage,.,,,70 to under 75 years,Male,
2015,Percentage,.,,,70 to under 75 years,Male,
2016,Percentage,.,,,70 to under 75 years,Male,
2018,Percentage,.,,,70 to under 75 years,Male,
2019,Percentage,.,,,70 to under 75 years,Male,
2020,Percentage,.,,,70 to under 75 years,Male,
1999,Percentage,,,,75 years and older,Male,
2003,Percentage,.,,,75 years and older,Male,
2005,Percentage,.,,,75 years and older,Male,
2009,Percentage,.,,,75 years and older,Male,
2013,Percentage,,,,75 years and older,Male,16.689
2017,Percentage,,,,75 years and older,Male,17.586
2021,Percentage,,,,75 years and older,Male,16.147
2000,Percentage,.,,,75 years and older,Male,
2001,Percentage,.,,,75 years and older,Male,
2002,Percentage,.,,,75 years and older,Male,
2004,Percentage,.,,,75 years and older,Male,
2006,Percentage,.,,,75 years and older,Male,
2007,Percentage,.,,,75 years and older,Male,
2008,Percentage,.,,,75 years and older,Male,
2010,Percentage,.,,,75 years and older,Male,
2011,Percentage,.,,,75 years and older,Male,
2012,Percentage,.,,,75 years and older,Male,
2014,Percentage,.,,,75 years and older,Male,
2015,Percentage,.,,,75 years and older,Male,
2016,Percentage,.,,,75 years and older,Male,
2018,Percentage,.,,,75 years and older,Male,
2019,Percentage,.,,,75 years and older,Male,
2020,Percentage,.,,,75 years and older,Male,
