Year,Units,criminal offences,federal state,GeoCode,Value
2011,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,105.468
2012,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,109.104
2013,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,114.5
2014,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,115.7
2015,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,125.025
2016,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,136.319
2017,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,121.408
2018,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,126.896
2019,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,107.91
2020,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,96.821
2021,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,78.049
2022,"per 100,000 inhabitants",domestic burglary,saxony-anhalt,code15,79.106
2010,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,242.126
2011,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,261.345
2012,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,273.136
2013,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,268.4
2014,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,267.4
2015,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,298.707
2016,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,269.737
2017,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,187.479
2018,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,169.249
2019,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,154.52
2020,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,112.543
2021,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,77.262
2022,"per 100,000 inhabitants",domestic burglary,schleswig-holstein,code01,91.547
2010,"per 100,000 inhabitants",domestic burglary,thuringia,code16,29.112
2011,"per 100,000 inhabitants",domestic burglary,thuringia,code16,41.77
2012,"per 100,000 inhabitants",domestic burglary,thuringia,code16,41.804
2013,"per 100,000 inhabitants",domestic burglary,thuringia,code16,54.5
2014,"per 100,000 inhabitants",domestic burglary,thuringia,code16,45.3
2015,"per 100,000 inhabitants",domestic burglary,thuringia,code16,68.482
2016,"per 100,000 inhabitants",domestic burglary,thuringia,code16,64.91
2017,"per 100,000 inhabitants",domestic burglary,thuringia,code16,65.01
2018,"per 100,000 inhabitants",domestic burglary,thuringia,code16,57.456
2019,"per 100,000 inhabitants",domestic burglary,thuringia,code16,46.52
2020,"per 100,000 inhabitants",domestic burglary,thuringia,code16,44.483
2021,"per 100,000 inhabitants",domestic burglary,thuringia,code16,42.873
2022,"per 100,000 inhabitants",domestic burglary,thuringia,code16,37.129
2010,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5457.241
2011,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5562.282
2012,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5455.051
2013,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5450.5
2014,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5592.3
2015,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5760.805
2016,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5598.845
2017,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5295.459
2018,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5190.519
2019,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,5183.715
2020,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,4851.774
2021,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,4380.16
2022,"per 100,000 inhabitants",other offences,baden-wuerttemberg,code08,4103.008
2010,"per 100,000 inhabitants",other offences,bavaria,code09,5017.309
2011,"per 100,000 inhabitants",other offences,bavaria,code09,5031.799
2012,"per 100,000 inhabitants",other offences,bavaria,code09,5037.742
2013,"per 100,000 inhabitants",other offences,bavaria,code09,5073.1
2014,"per 100,000 inhabitants",other offences,bavaria,code09,5163.9
2015,"per 100,000 inhabitants",other offences,bavaria,code09,6350.003
2016,"per 100,000 inhabitants",other offences,bavaria,code09,6870.962
2017,"per 100,000 inhabitants",other offences,bavaria,code09,4868.333
2018,"per 100,000 inhabitants",other offences,bavaria,code09,4888.905
2019,"per 100,000 inhabitants",other offences,bavaria,code09,4614.796
2020,"per 100,000 inhabitants",other offences,bavaria,code09,4527.656
2021,"per 100,000 inhabitants",other offences,bavaria,code09,4137.538
2022,"per 100,000 inhabitants",other offences,bavaria,code09,3942.107
2010,"per 100,000 inhabitants",other offences,berlin,code11,14526.391
2011,"per 100,000 inhabitants",other offences,berlin,code11,15080.318
2012,"per 100,000 inhabitants",other offences,berlin,code11,14891.663
2013,"per 100,000 inhabitants",other offences,berlin,code11,14907.6
2014,"per 100,000 inhabitants",other offences,berlin,code11,15873.3
2015,"per 100,000 inhabitants",other offences,berlin,code11,16414.259
2016,"per 100,000 inhabitants",other offences,berlin,code11,16160.653
2017,"per 100,000 inhabitants",other offences,berlin,code11,14558.371
2018,"per 100,000 inhabitants",other offences,berlin,code11,14160.169
2019,"per 100,000 inhabitants",other offences,berlin,code11,14086.434
2020,"per 100,000 inhabitants",other offences,berlin,code11,13738.745
2021,"per 100,000 inhabitants",other offences,berlin,code11,13158.172
2022,"per 100,000 inhabitants",other offences,berlin,code11,11559.68
2010,"per 100,000 inhabitants",other offences,brandenburg,code12,8267.145
2011,"per 100,000 inhabitants",other offences,brandenburg,code12,8031.067
2012,"per 100,000 inhabitants",other offences,brandenburg,code12,7954.818
2013,"per 100,000 inhabitants",other offences,brandenburg,code12,8051.7
2014,"per 100,000 inhabitants",other offences,brandenburg,code12,8004.0
2015,"per 100,000 inhabitants",other offences,brandenburg,code12,7659.634
2016,"per 100,000 inhabitants",other offences,brandenburg,code12,7478.632
2017,"per 100,000 inhabitants",other offences,brandenburg,code12,7015.138
2018,"per 100,000 inhabitants",other offences,brandenburg,code12,6901.966
2019,"per 100,000 inhabitants",other offences,brandenburg,code12,6840.513
2020,"per 100,000 inhabitants",other offences,brandenburg,code12,6461.059
2021,"per 100,000 inhabitants",other offences,brandenburg,code12,6280.503
2022,"per 100,000 inhabitants",other offences,brandenburg,code12,5849.831
2010,"per 100,000 inhabitants",other offences,bremen,code04,13643.624
2011,"per 100,000 inhabitants",other offences,bremen,code04,14276.548
2012,"per 100,000 inhabitants",other offences,bremen,code04,13311.315
2013,"per 100,000 inhabitants",other offences,bremen,code04,13059.2
2014,"per 100,000 inhabitants",other offences,bremen,code04,12743.9
2015,"per 100,000 inhabitants",other offences,bremen,code04,13784.356
2016,"per 100,000 inhabitants",other offences,bremen,code04,13686.598
2017,"per 100,000 inhabitants",other offences,bremen,code04,11959.579
2018,"per 100,000 inhabitants",other offences,bremen,code04,10942.804
2019,"per 100,000 inhabitants",other offences,bremen,code04,11453.822
2020,"per 100,000 inhabitants",other offences,bremen,code04,11871.515
2021,"per 100,000 inhabitants",other offences,bremen,code04,11169.335
2022,"per 100,000 inhabitants",other offences,bremen,code04,9232.73
2010,"per 100,000 inhabitants",other offences,hamburg,code02,13239.878
2011,"per 100,000 inhabitants",other offences,hamburg,code02,13418.186
2012,"per 100,000 inhabitants",other offences,hamburg,code02,13244.775
2013,"per 100,000 inhabitants",other offences,hamburg,code02,13724.4
2014,"per 100,000 inhabitants",other offences,hamburg,code02,13742.9
2015,"per 100,000 inhabitants",other offences,hamburg,code02,13839.36
2016,"per 100,000 inhabitants",other offences,hamburg,code02,13384.185
2017,"per 100,000 inhabitants",other offences,hamburg,code02,12480.24
2018,"per 100,000 inhabitants",other offences,hamburg,code02,11941.217
2019,"per 100,000 inhabitants",other offences,hamburg,code02,11450.924
2020,"per 100,000 inhabitants",other offences,hamburg,code02,11017.765
2021,"per 100,000 inhabitants",other offences,hamburg,code02,10062.36
2022,"per 100,000 inhabitants",other offences,hamburg,code02,9351.568
2010,"per 100,000 inhabitants",other offences,hesse,code06,6732.368
2011,"per 100,000 inhabitants",other offences,hesse,code06,6647.795
2012,"per 100,000 inhabitants",other offences,hesse,code06,6600.619
2013,"per 100,000 inhabitants",other offences,hesse,code06,6428.6
2014,"per 100,000 inhabitants",other offences,hesse,code06,6565.8
2015,"per 100,000 inhabitants",other offences,hesse,code06,6616.269
2016,"per 100,000 inhabitants",other offences,hesse,code06,6672.483
2017,"per 100,000 inhabitants",other offences,hesse,code06,6045.818
2018,"per 100,000 inhabitants",other offences,hesse,code06,5971.205
2019,"per 100,000 inhabitants",other offences,hesse,code06,5822.6
2020,"per 100,000 inhabitants",other offences,hesse,code06,5445.589
2021,"per 100,000 inhabitants",other offences,hesse,code06,5339.612
2022,"per 100,000 inhabitants",other offences,hesse,code06,4746.707
2010,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,7968.343
2011,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,7953.113
2012,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,7883.321
2013,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,7528.7
2014,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,7304.0
2015,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,7332.763
2016,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,7632.343
2017,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,6850.362
2018,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,6744.691
2019,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,6916.241
2020,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,6587.246
2021,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,6484.584
2022,"per 100,000 inhabitants",other offences,mecklenburg western pomerania,code13,5705.951
2010,"per 100,000 inhabitants",other offences,lower saxony,code03,7473.27
2011,"per 100,000 inhabitants",other offences,lower saxony,code03,7099.489
2012,"per 100,000 inhabitants",other offences,lower saxony,code03,7167.492
2013,"per 100,000 inhabitants",other offences,lower saxony,code03,7015.1
2014,"per 100,000 inhabitants",other offences,lower saxony,code03,7094.9
2015,"per 100,000 inhabitants",other offences,lower saxony,code03,7263.178
2016,"per 100,000 inhabitants",other offences,lower saxony,code03,7089.585
2017,"per 100,000 inhabitants",other offences,lower saxony,code03,6621.456
2018,"per 100,000 inhabitants",other offences,lower saxony,code03,6361.915
2019,"per 100,000 inhabitants",other offences,lower saxony,code03,6346.199
2020,"per 100,000 inhabitants",other offences,lower saxony,code03,6219.444
2021,"per 100,000 inhabitants",other offences,lower saxony,code03,5898.678
2022,"per 100,000 inhabitants",other offences,lower saxony,code03,5302.807
2010,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,8203.493
2011,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,8614.719
2012,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,8654.171
2013,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,8459.1
2014,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,8542.8
2015,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,8603.241
2016,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,8224.929
2017,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,7676.816
2018,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,7159.622
2019,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,6847.448
2020,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,6774.102
2021,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,6702.56
2022,"per 100,000 inhabitants",other offences,north rhine-westphalia,code05,6166.752
2010,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6989.426
2011,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6877.573
2012,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6703.478
2013,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6702.3
2014,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6623.2
2015,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6817.535
2016,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6775.385
2017,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6190.598
2018,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,6001.16
2019,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,5912.808
2020,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,5625.536
2021,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,5302.203
2022,"per 100,000 inhabitants",other offences,rhineland palatinate,code07,4997.851
2010,"per 100,000 inhabitants",other offences,saarland,code10,7133.975
2011,"per 100,000 inhabitants",other offences,saarland,code10,6913.809
2012,"per 100,000 inhabitants",other offences,saarland,code10,7302.865
2013,"per 100,000 inhabitants",other offences,saarland,code10,7295.7
2014,"per 100,000 inhabitants",other offences,saarland,code10,7641.5
2015,"per 100,000 inhabitants",other offences,saarland,code10,7885.767
2016,"per 100,000 inhabitants",other offences,saarland,code10,7732.145
2017,"per 100,000 inhabitants",other offences,saarland,code10,7109.811
2018,"per 100,000 inhabitants",other offences,saarland,code10,7128.739
2019,"per 100,000 inhabitants",other offences,saarland,code10,7543.495
2020,"per 100,000 inhabitants",other offences,saarland,code10,6930.885
2021,"per 100,000 inhabitants",other offences,saarland,code10,5960.522
2022,"per 100,000 inhabitants",other offences,saarland,code10,5863.808
2010,"per 100,000 inhabitants",other offences,saxony,code14,7107.245
2011,"per 100,000 inhabitants",other offences,saxony,code14,7227.656
2012,"per 100,000 inhabitants",other offences,saxony,code14,7705.771
2013,"per 100,000 inhabitants",other offences,saxony,code14,7715.7
2014,"per 100,000 inhabitants",other offences,saxony,code14,8086.1
2015,"per 100,000 inhabitants",other offences,saxony,code14,7764.235
2016,"per 100,000 inhabitants",other offences,saxony,code14,7949.764
2017,"per 100,000 inhabitants",other offences,saxony,code14,7916.54
2018,"per 100,000 inhabitants",other offences,saxony,code14,6831.045
2019,"per 100,000 inhabitants",other offences,saxony,code14,6665.037
2020,"per 100,000 inhabitants",other offences,saxony,code14,6694.252
2021,"per 100,000 inhabitants",other offences,saxony,code14,6078.841
2022,"per 100,000 inhabitants",other offences,saxony,code14,5659.656
2010,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8152.566
2011,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8151.917
2012,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8311.636
2013,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8581.1
2014,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8664.7
2015,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8893.077
2016,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8749.349
2017,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8342.173
2018,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,7900.072
2019,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,7849.719
2020,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,8105.771
2021,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,7816.997
2022,"per 100,000 inhabitants",other offences,saxony-anhalt,code15,6707.931
2010,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,7912.869
2011,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,7845.803
2012,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,7562.737
2013,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,7125.0
2014,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,7184.1
2015,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,7156.755
2016,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,7224.962
2017,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,6557.386
2018,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,6467.321
2019,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,6332.87
2020,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,5989.759
2021,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,6076.97
2022,"per 100,000 inhabitants",other offences,schleswig-holstein,code01,5500.299
2010,"per 100,000 inhabitants",other offences,thuringia,code16,6240.479
2011,"per 100,000 inhabitants",other offences,thuringia,code16,6239.159
2012,"per 100,000 inhabitants",other offences,thuringia,code16,6421.287
2013,"per 100,000 inhabitants",other offences,thuringia,code16,6556.7
2014,"per 100,000 inhabitants",other offences,thuringia,code16,6574.3
2015,"per 100,000 inhabitants",other offences,thuringia,code16,6502.349
2016,"per 100,000 inhabitants",other offences,thuringia,code16,6874.512
2017,"per 100,000 inhabitants",other offences,thuringia,code16,6637.095
2018,"per 100,000 inhabitants",other offences,thuringia,code16,6654.782
2019,"per 100,000 inhabitants",other offences,thuringia,code16,6033.236
2020,"per 100,000 inhabitants",other offences,thuringia,code16,6652.97
2021,"per 100,000 inhabitants",other offences,thuringia,code16,6150.775
2022,"per 100,000 inhabitants",other offences,thuringia,code16,5294.844
