Year,Units,Time series,Federal state,GeoCode,Value
2007,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,73.0
2008,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,94.0
2009,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,102.0
2010,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,139.0
2011,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,128.0
2012,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,139.0
2013,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,160.0
2014,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,176.0
2015,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,176.0
2016,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,194.0
2017,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,209.0
2018,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,239.0
2019,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,276.0
2020,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,308.0
2021,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,350.0
2022,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,357.0
2023,Number,Researchers from other developing and emerging countries,Mecklenburg Western Pomerania,code13,383.0
2006,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,519.0
2007,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,646.0
2008,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,710.0
2009,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,797.0
2010,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,883.0
2011,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,915.0
2012,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1010.0
2013,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1132.0
2014,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1140.0
2015,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1206.0
2016,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1250.0
2017,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1343.0
2018,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1475.0
2019,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1549.0
2020,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1638.0
2021,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1822.0
2022,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,1930.0
2023,Number,Researchers from other developing and emerging countries,Lower Saxony,code03,2039.0
2006,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,1399.0
2007,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,1240.0
2008,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,1675.0
2009,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,2017.0
2010,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,2178.0
2011,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,2221.0
2012,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,2293.0
2013,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,2473.0
2014,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,2749.0
2015,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,2949.0
2016,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,3199.0
2017,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,3539.0
2018,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,3955.0
2019,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,4306.0
2020,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,4628.0
2021,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,5096.0
2022,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,5357.0
2023,Number,Researchers from other developing and emerging countries,North Rhine-Westphalia,code05,5856.0
2006,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,238.0
2007,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,254.0
2008,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,291.0
2009,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,302.0
2010,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,404.0
2011,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,412.0
2012,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,472.0
2013,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,505.0
2014,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,514.0
2015,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,529.0
2016,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,602.0
2017,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,640.0
2018,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,653.0
2019,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,756.0
2020,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,823.0
2021,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,851.0
2022,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,1002.0
2023,Number,Researchers from other developing and emerging countries,Rhineland Palatinate,code07,1087.0
2006,Number,Researchers from other developing and emerging countries,Saarland,code10,111.0
2007,Number,Researchers from other developing and emerging countries,Saarland,code10,102.0
2008,Number,Researchers from other developing and emerging countries,Saarland,code10,108.0
2009,Number,Researchers from other developing and emerging countries,Saarland,code10,162.0
2010,Number,Researchers from other developing and emerging countries,Saarland,code10,182.0
2011,Number,Researchers from other developing and emerging countries,Saarland,code10,227.0
2012,Number,Researchers from other developing and emerging countries,Saarland,code10,236.0
2013,Number,Researchers from other developing and emerging countries,Saarland,code10,271.0
2014,Number,Researchers from other developing and emerging countries,Saarland,code10,299.0
2015,Number,Researchers from other developing and emerging countries,Saarland,code10,330.0
2016,Number,Researchers from other developing and emerging countries,Saarland,code10,325.0
2017,Number,Researchers from other developing and emerging countries,Saarland,code10,322.0
2018,Number,Researchers from other developing and emerging countries,Saarland,code10,384.0
2019,Number,Researchers from other developing and emerging countries,Saarland,code10,371.0
2020,Number,Researchers from other developing and emerging countries,Saarland,code10,404.0
2021,Number,Researchers from other developing and emerging countries,Saarland,code10,412.0
2022,Number,Researchers from other developing and emerging countries,Saarland,code10,440.0
2023,Number,Researchers from other developing and emerging countries,Saarland,code10,463.0
2006,Number,Researchers from other developing and emerging countries,Saxony,code14,304.0
2007,Number,Researchers from other developing and emerging countries,Saxony,code14,326.0
2008,Number,Researchers from other developing and emerging countries,Saxony,code14,376.0
2009,Number,Researchers from other developing and emerging countries,Saxony,code14,445.0
2010,Number,Researchers from other developing and emerging countries,Saxony,code14,487.0
2011,Number,Researchers from other developing and emerging countries,Saxony,code14,498.0
2012,Number,Researchers from other developing and emerging countries,Saxony,code14,549.0
2013,Number,Researchers from other developing and emerging countries,Saxony,code14,650.0
2014,Number,Researchers from other developing and emerging countries,Saxony,code14,741.0
2015,Number,Researchers from other developing and emerging countries,Saxony,code14,766.0
2016,Number,Researchers from other developing and emerging countries,Saxony,code14,845.0
2017,Number,Researchers from other developing and emerging countries,Saxony,code14,1003.0
2018,Number,Researchers from other developing and emerging countries,Saxony,code14,1114.0
2019,Number,Researchers from other developing and emerging countries,Saxony,code14,1338.0
2020,Number,Researchers from other developing and emerging countries,Saxony,code14,1379.0
2021,Number,Researchers from other developing and emerging countries,Saxony,code14,1542.0
2022,Number,Researchers from other developing and emerging countries,Saxony,code14,1741.0
2023,Number,Researchers from other developing and emerging countries,Saxony,code14,2012.0
2006,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,136.0
2007,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,161.0
2008,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,175.0
2009,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,195.0
2010,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,227.0
2011,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,234.0
2012,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,277.0
2013,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,272.0
2014,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,270.0
2015,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,320.0
2016,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,321.0
2017,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,393.0
2018,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,470.0
2019,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,512.0
2020,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,544.0
2021,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,616.0
2022,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,632.0
2023,Number,Researchers from other developing and emerging countries,Saxony-Anhalt,code15,617.0
2006,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,148.0
2007,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,129.0
2008,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,147.0
2009,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,149.0
2010,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,180.0
2011,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,191.0
2012,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,201.0
2013,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,204.0
2014,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,207.0
2015,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,218.0
2016,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,235.0
2017,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,279.0
2018,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,326.0
2019,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,361.0
2020,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,391.0
2021,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,457.0
2022,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,479.0
2023,Number,Researchers from other developing and emerging countries,Schleswig-Holstein,code01,516.0
2006,Number,Researchers from other developing and emerging countries,Thuringia,code16,146.0
2007,Number,Researchers from other developing and emerging countries,Thuringia,code16,167.0
2008,Number,Researchers from other developing and emerging countries,Thuringia,code16,194.0
2009,Number,Researchers from other developing and emerging countries,Thuringia,code16,264.0
2010,Number,Researchers from other developing and emerging countries,Thuringia,code16,313.0
2011,Number,Researchers from other developing and emerging countries,Thuringia,code16,348.0
2012,Number,Researchers from other developing and emerging countries,Thuringia,code16,387.0
2013,Number,Researchers from other developing and emerging countries,Thuringia,code16,417.0
2014,Number,Researchers from other developing and emerging countries,Thuringia,code16,457.0
2015,Number,Researchers from other developing and emerging countries,Thuringia,code16,498.0
2016,Number,Researchers from other developing and emerging countries,Thuringia,code16,452.0
2017,Number,Researchers from other developing and emerging countries,Thuringia,code16,518.0
2018,Number,Researchers from other developing and emerging countries,Thuringia,code16,594.0
2019,Number,Researchers from other developing and emerging countries,Thuringia,code16,665.0
2020,Number,Researchers from other developing and emerging countries,Thuringia,code16,855.0
2021,Number,Researchers from other developing and emerging countries,Thuringia,code16,959.0
2022,Number,Researchers from other developing and emerging countries,Thuringia,code16,1062.0
2023,Number,Researchers from other developing and emerging countries,Thuringia,code16,1086.0
