Year,Units,Series,sex,federal state,GeoCode,Value
2009,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,74.5
2010,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,75.6
2011,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,76.7
2012,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,77.8
2013,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,77.8
2014,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,78.3
2015,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,79.0
2016,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,78.5
2017,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,79.3
2018,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,80.1
2019,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,81.6
2020,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,79.9
2021,percentage,"employment rate, total (20 to 64-year-olds)",,schleswig-holstein,code01,80.4
2000,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,61.5
2001,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,62.4
2002,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,62.1
2003,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,64.3
2004,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,62.4
2005,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,63.7
2006,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,66.1
2007,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,66.7
2008,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,68.5
2009,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,68.3
2010,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,70.9
2011,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,71.9
2012,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,73.1
2013,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,72.7
2014,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,73.8
2015,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,74.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,74.6
2017,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,76.0
2018,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,76.4
2019,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,77.2
2020,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,76.3
2021,percentage,"employment rate, total (20 to 64-year-olds)",female,schleswig-holstein,code01,76.7
2000,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,78.0
2001,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,77.4
2002,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,76.5
2003,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,76.8
2004,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,75.7
2005,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,76.4
2006,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,79.0
2007,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,81.1
2008,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,81.5
2009,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,80.7
2010,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,80.3
2011,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,81.5
2012,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,82.6
2013,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,83.1
2014,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,83.0
2015,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,83.8
2016,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,82.4
2017,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,82.6
2018,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,83.9
2019,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,86.0
2020,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,83.6
2021,percentage,"employment rate, total (20 to 64-year-olds)",male,schleswig-holstein,code01,84.1
2000,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,68.9
2001,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,67.2
2002,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,65.9
2003,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,65.6
2004,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,66.1
2005,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,66.4
2006,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,69.1
2007,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,71.3
2008,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,73.3
2009,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,73.8
2010,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,76.1
2011,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,77.0
2012,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,77.0
2013,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,77.9
2014,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,78.5
2015,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,77.4
2016,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,79.0
2017,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,79.9
2018,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,80.8
2019,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,81.3
2020,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,80.5
2021,percentage,"employment rate, total (20 to 64-year-olds)",,thuringia,code16,81.7
2000,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,64.2
2001,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,62.0
2002,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,61.8
2003,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,61.8
2004,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,63.3
2005,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,63.2
2006,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,65.1
2007,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,67.2
2008,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,68.8
2009,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,71.2
2010,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,73.0
2011,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,73.7
2012,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,73.6
2013,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,74.8
2014,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,75.9
2015,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,75.1
2016,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,77.0
2017,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,77.6
2018,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,78.9
2019,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,80.0
2020,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,78.2
2021,percentage,"employment rate, total (20 to 64-year-olds)",female,thuringia,code16,79.4
2000,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,73.3
2001,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,72.1
2002,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,69.7
2003,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,69.2
2004,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,68.7
2005,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,69.4
2006,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,72.8
2007,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,75.2
2008,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,77.5
2009,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,76.2
2010,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,79.0
2011,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,80.2
2012,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,80.3
2013,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,80.8
2014,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,81.0
2015,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,79.6
2016,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,80.8
2017,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,82.0
2018,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,82.7
2019,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,82.6
2020,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,82.8
2021,percentage,"employment rate, total (20 to 64-year-olds)",male,thuringia,code16,84.0
2000,percentage,"employment rate, older people (60 to 64-year-olds)",,,,19.6
2001,percentage,"employment rate, older people (60 to 64-year-olds)",,,,20.8
2002,percentage,"employment rate, older people (60 to 64-year-olds)",,,,22.2
2003,percentage,"employment rate, older people (60 to 64-year-olds)",,,,23.5
2004,percentage,"employment rate, older people (60 to 64-year-olds)",,,,25.3
2005,percentage,"employment rate, older people (60 to 64-year-olds)",,,,28.2
2006,percentage,"employment rate, older people (60 to 64-year-olds)",,,,29.7
2007,percentage,"employment rate, older people (60 to 64-year-olds)",,,,32.9
2008,percentage,"employment rate, older people (60 to 64-year-olds)",,,,35.1
2009,percentage,"employment rate, older people (60 to 64-year-olds)",,,,38.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,,,41.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,,,44.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,,,46.6
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,,,50.0
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,,,52.6
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,,,53.3
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,,,56.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,,,58.4
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,,,60.3
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,,,61.8
2020,percentage,"employment rate, older people (60 to 64-year-olds)",,,,60.6
2021,percentage,"employment rate, older people (60 to 64-year-olds)",,,,61.1
2030,percentage,"employment rate, older people (60 to 64-year-olds)",,,,
2000,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,12.1
2001,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,13.4
2002,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,14.5
2003,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,15.9
2004,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,17.6
2005,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,20.7
2006,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,21.9
2007,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,24.9
2008,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,27.2
2009,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,30.4
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,33.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,36.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,38.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,42.8
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,46.2
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,47.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,50.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,53.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,55.4
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,57.1
2020,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,56.7
2021,percentage,"employment rate, older people (60 to 64-year-olds)",female,,,56.7
2000,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,27.2
2001,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,28.4
2002,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,30.2
2003,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,31.2
2004,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,33.2
2005,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,35.9
2006,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,37.7
2007,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,41.2
2008,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,43.2
2009,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,47.0
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,49.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,52.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,54.9
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,57.7
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,59.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,59.1
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,61.5
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,63.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,65.4
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,66.6
2020,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,64.5
2021,percentage,"employment rate, older people (60 to 64-year-olds)",male,,,65.7
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,47.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,51.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,52.6
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,55.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,57.6
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,58.8
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,61.9
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,63.8
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,66.7
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,baden-wuerttemberg,code08,68.4
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,37.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,42.0
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,44.2
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,48.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,50.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,52.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,56.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,57.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,60.7
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,baden-wuerttemberg,code08,62.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,56.8
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,60.9
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,61.5
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,64.0
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,65.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,65.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,67.9
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,70.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,72.8
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,baden-wuerttemberg,code08,74.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,41.6
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,46.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,48.0
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,51.5
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,54.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,55.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,57.9
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,60.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,62.7
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,bavaria,code09,64.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,33.3
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,38.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,40.4
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,43.7
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,47.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,48.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,51.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,54.9
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,57.4
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,bavaria,code09,59.2
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,50.2
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,54.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,55.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,59.7
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,62.0
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,61.8
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,64.7
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,66.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,68.4
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,bavaria,code09,69.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,39.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,40.6
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,46.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,48.0
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,50.2
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,53.6
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,55.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,58.0
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,61.8
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,berlin,code11,63.8
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,35.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,37.1
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,42.2
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,44.0
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,45.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,49.4
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,51.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,53.2
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,56.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,berlin,code11,61.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,43.2
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,44.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,50.6
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,52.5
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,55.8
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,58.1
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,59.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,63.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,67.5
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,berlin,code11,66.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,41.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,43.0
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,45.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,49.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,52.3
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,53.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,55.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,57.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,59.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,brandenburg,code12,59.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,31.9
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,36.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,39.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,44.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,49.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,52.1
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,54.3
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,57.1
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,60.1
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,brandenburg,code12,57.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,50.2
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,49.7
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,52.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,55.4
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,55.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,55.1
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,57.3
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,57.5
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,59.1
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,brandenburg,code12,61.7
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,37.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,42.0
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,47.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,56.5
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,55.1
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,51.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,57.9
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,58.9
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,60.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,bremen,code04,60.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,27.9
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,37.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,38.7
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,52.8
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,50.8
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,48.8
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,52.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,52.9
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,55.4
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,bremen,code04,54.9
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,47.2
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,46.6
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,56.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,60.2
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,59.2
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,55.1
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,65.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,65.8
