Year,Units,COMMENT_OBS_0,länder,GeoCode,time series,Value
2005,number,.,rhineland palatinate,code07,researchers from other developing and emerging countries,
2006,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,238.0
2007,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,254.0
2008,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,291.0
2009,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,302.0
2010,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,404.0
2011,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,412.0
2012,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,472.0
2013,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,505.0
2014,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,514.0
2015,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,529.0
2016,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,602.0
2017,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,640.0
2018,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,653.0
2019,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,756.0
2020,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,823.0
2021,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,851.0
2022,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,1002.0
2023,number,,rhineland palatinate,code07,researchers from other developing and emerging countries,1087.0
2005,number,.,saarland,code10,researchers from other developing and emerging countries,
2006,number,,saarland,code10,researchers from other developing and emerging countries,111.0
2007,number,,saarland,code10,researchers from other developing and emerging countries,102.0
2008,number,,saarland,code10,researchers from other developing and emerging countries,108.0
2009,number,,saarland,code10,researchers from other developing and emerging countries,162.0
2010,number,,saarland,code10,researchers from other developing and emerging countries,182.0
2011,number,,saarland,code10,researchers from other developing and emerging countries,227.0
2012,number,,saarland,code10,researchers from other developing and emerging countries,236.0
2013,number,,saarland,code10,researchers from other developing and emerging countries,271.0
2014,number,,saarland,code10,researchers from other developing and emerging countries,299.0
2015,number,,saarland,code10,researchers from other developing and emerging countries,330.0
2016,number,,saarland,code10,researchers from other developing and emerging countries,325.0
2017,number,,saarland,code10,researchers from other developing and emerging countries,322.0
2018,number,,saarland,code10,researchers from other developing and emerging countries,384.0
2019,number,,saarland,code10,researchers from other developing and emerging countries,371.0
2020,number,,saarland,code10,researchers from other developing and emerging countries,404.0
2021,number,,saarland,code10,researchers from other developing and emerging countries,412.0
2022,number,,saarland,code10,researchers from other developing and emerging countries,440.0
2023,number,,saarland,code10,researchers from other developing and emerging countries,463.0
2005,number,.,saxony,code14,researchers from other developing and emerging countries,
2006,number,,saxony,code14,researchers from other developing and emerging countries,304.0
2007,number,,saxony,code14,researchers from other developing and emerging countries,326.0
2008,number,,saxony,code14,researchers from other developing and emerging countries,376.0
2009,number,,saxony,code14,researchers from other developing and emerging countries,445.0
2010,number,,saxony,code14,researchers from other developing and emerging countries,487.0
2011,number,,saxony,code14,researchers from other developing and emerging countries,498.0
2012,number,,saxony,code14,researchers from other developing and emerging countries,549.0
2013,number,,saxony,code14,researchers from other developing and emerging countries,650.0
2014,number,,saxony,code14,researchers from other developing and emerging countries,741.0
2015,number,,saxony,code14,researchers from other developing and emerging countries,766.0
2016,number,,saxony,code14,researchers from other developing and emerging countries,845.0
2017,number,,saxony,code14,researchers from other developing and emerging countries,1003.0
2018,number,,saxony,code14,researchers from other developing and emerging countries,1114.0
2019,number,,saxony,code14,researchers from other developing and emerging countries,1338.0
2020,number,,saxony,code14,researchers from other developing and emerging countries,1379.0
2021,number,,saxony,code14,researchers from other developing and emerging countries,1542.0
2022,number,,saxony,code14,researchers from other developing and emerging countries,1741.0
2023,number,,saxony,code14,researchers from other developing and emerging countries,2012.0
2005,number,.,saxony-anhalt,code15,researchers from other developing and emerging countries,
2006,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,136.0
2007,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,161.0
2008,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,175.0
2009,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,195.0
2010,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,227.0
2011,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,234.0
2012,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,277.0
2013,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,272.0
2014,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,270.0
2015,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,320.0
2016,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,321.0
2017,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,393.0
2018,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,470.0
2019,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,512.0
2020,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,544.0
2021,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,616.0
2022,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,632.0
2023,number,,saxony-anhalt,code15,researchers from other developing and emerging countries,617.0
2005,number,.,schleswig-holstein,code01,researchers from other developing and emerging countries,
2006,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,148.0
2007,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,129.0
2008,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,147.0
2009,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,149.0
2010,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,180.0
2011,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,191.0
2012,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,201.0
2013,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,204.0
2014,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,207.0
2015,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,218.0
2016,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,235.0
2017,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,279.0
2018,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,326.0
2019,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,361.0
2020,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,391.0
2021,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,457.0
2022,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,479.0
2023,number,,schleswig-holstein,code01,researchers from other developing and emerging countries,516.0
2005,number,.,thuringia,code16,researchers from other developing and emerging countries,
2006,number,,thuringia,code16,researchers from other developing and emerging countries,146.0
2007,number,,thuringia,code16,researchers from other developing and emerging countries,167.0
2008,number,,thuringia,code16,researchers from other developing and emerging countries,194.0
2009,number,,thuringia,code16,researchers from other developing and emerging countries,264.0
2010,number,,thuringia,code16,researchers from other developing and emerging countries,313.0
2011,number,,thuringia,code16,researchers from other developing and emerging countries,348.0
2012,number,,thuringia,code16,researchers from other developing and emerging countries,387.0
2013,number,,thuringia,code16,researchers from other developing and emerging countries,417.0
2014,number,,thuringia,code16,researchers from other developing and emerging countries,457.0
2015,number,,thuringia,code16,researchers from other developing and emerging countries,498.0
2016,number,,thuringia,code16,researchers from other developing and emerging countries,452.0
2017,number,,thuringia,code16,researchers from other developing and emerging countries,518.0
2018,number,,thuringia,code16,researchers from other developing and emerging countries,594.0
2019,number,,thuringia,code16,researchers from other developing and emerging countries,665.0
2020,number,,thuringia,code16,researchers from other developing and emerging countries,855.0
2021,number,,thuringia,code16,researchers from other developing and emerging countries,959.0
2022,number,,thuringia,code16,researchers from other developing and emerging countries,1062.0
2023,number,,thuringia,code16,researchers from other developing and emerging countries,1086.0
