Year,Units,COMMENT_OBS_0,sex,länder,GeoCode,age group,Value
2014,percentage,.,male,,,30 to under 35 years,
2015,percentage,.,male,,,30 to under 35 years,
2016,percentage,.,male,,,30 to under 35 years,
2018,percentage,.,male,,,30 to under 35 years,
2019,percentage,.,male,,,30 to under 35 years,
2020,percentage,.,male,,,30 to under 35 years,
1999,percentage,,male,,,35 to under 40 years,
2003,percentage,.,male,,,35 to under 40 years,
2005,percentage,.,male,,,35 to under 40 years,
2009,percentage,.,male,,,35 to under 40 years,
2013,percentage,,male,,,35 to under 40 years,14.883
2017,percentage,,male,,,35 to under 40 years,15.493
2021,percentage,,male,,,35 to under 40 years,17.247
2000,percentage,.,male,,,35 to under 40 years,
2001,percentage,.,male,,,35 to under 40 years,
2002,percentage,.,male,,,35 to under 40 years,
2004,percentage,.,male,,,35 to under 40 years,
2006,percentage,.,male,,,35 to under 40 years,
2007,percentage,.,male,,,35 to under 40 years,
2008,percentage,.,male,,,35 to under 40 years,
2010,percentage,.,male,,,35 to under 40 years,
2011,percentage,.,male,,,35 to under 40 years,
2012,percentage,.,male,,,35 to under 40 years,
2014,percentage,.,male,,,35 to under 40 years,
2015,percentage,.,male,,,35 to under 40 years,
2016,percentage,.,male,,,35 to under 40 years,
2018,percentage,.,male,,,35 to under 40 years,
2019,percentage,.,male,,,35 to under 40 years,
2020,percentage,.,male,,,35 to under 40 years,
1999,percentage,,male,,,40 to under 45 years,
2003,percentage,.,male,,,40 to under 45 years,
2005,percentage,.,male,,,40 to under 45 years,
2009,percentage,.,male,,,40 to under 45 years,
2013,percentage,,male,,,40 to under 45 years,16.774
2017,percentage,,male,,,40 to under 45 years,18.725
2021,percentage,,male,,,40 to under 45 years,19.522
2000,percentage,.,male,,,40 to under 45 years,
2001,percentage,.,male,,,40 to under 45 years,
2002,percentage,.,male,,,40 to under 45 years,
2004,percentage,.,male,,,40 to under 45 years,
2006,percentage,.,male,,,40 to under 45 years,
2007,percentage,.,male,,,40 to under 45 years,
2008,percentage,.,male,,,40 to under 45 years,
2010,percentage,.,male,,,40 to under 45 years,
2011,percentage,.,male,,,40 to under 45 years,
2012,percentage,.,male,,,40 to under 45 years,
2014,percentage,.,male,,,40 to under 45 years,
2015,percentage,.,male,,,40 to under 45 years,
2016,percentage,.,male,,,40 to under 45 years,
2018,percentage,.,male,,,40 to under 45 years,
2019,percentage,.,male,,,40 to under 45 years,
2020,percentage,.,male,,,40 to under 45 years,
1999,percentage,,male,,,45 to under 50 years,
2003,percentage,.,male,,,45 to under 50 years,
2005,percentage,.,male,,,45 to under 50 years,
2009,percentage,.,male,,,45 to under 50 years,
2013,percentage,,male,,,45 to under 50 years,17.912
2017,percentage,,male,,,45 to under 50 years,19.369
2021,percentage,,male,,,45 to under 50 years,23.49
2000,percentage,.,male,,,45 to under 50 years,
2001,percentage,.,male,,,45 to under 50 years,
2002,percentage,.,male,,,45 to under 50 years,
2004,percentage,.,male,,,45 to under 50 years,
2006,percentage,.,male,,,45 to under 50 years,
2007,percentage,.,male,,,45 to under 50 years,
2008,percentage,.,male,,,45 to under 50 years,
2010,percentage,.,male,,,45 to under 50 years,
2011,percentage,.,male,,,45 to under 50 years,
2012,percentage,.,male,,,45 to under 50 years,
2014,percentage,.,male,,,45 to under 50 years,
2015,percentage,.,male,,,45 to under 50 years,
2016,percentage,.,male,,,45 to under 50 years,
2018,percentage,.,male,,,45 to under 50 years,
2019,percentage,.,male,,,45 to under 50 years,
2020,percentage,.,male,,,45 to under 50 years,
1999,percentage,,male,,,50 to under 55 years,
2003,percentage,.,male,,,50 to under 55 years,
2005,percentage,.,male,,,50 to under 55 years,
2009,percentage,.,male,,,50 to under 55 years,
2013,percentage,,male,,,50 to under 55 years,20.19
2017,percentage,,male,,,50 to under 55 years,20.941
2021,percentage,,male,,,50 to under 55 years,21.825
2000,percentage,.,male,,,50 to under 55 years,
2001,percentage,.,male,,,50 to under 55 years,
2002,percentage,.,male,,,50 to under 55 years,
2004,percentage,.,male,,,50 to under 55 years,
2006,percentage,.,male,,,50 to under 55 years,
2007,percentage,.,male,,,50 to under 55 years,
2008,percentage,.,male,,,50 to under 55 years,
2010,percentage,.,male,,,50 to under 55 years,
2011,percentage,.,male,,,50 to under 55 years,
2012,percentage,.,male,,,50 to under 55 years,
2014,percentage,.,male,,,50 to under 55 years,
2015,percentage,.,male,,,50 to under 55 years,
2016,percentage,.,male,,,50 to under 55 years,
2018,percentage,.,male,,,50 to under 55 years,
2019,percentage,.,male,,,50 to under 55 years,
2020,percentage,.,male,,,50 to under 55 years,
1999,percentage,,male,,,55 to under 60 years,
2003,percentage,.,male,,,55 to under 60 years,
2005,percentage,.,male,,,55 to under 60 years,
2009,percentage,.,male,,,55 to under 60 years,
2013,percentage,,male,,,55 to under 60 years,22.595
2017,percentage,,male,,,55 to under 60 years,22.571
2021,percentage,,male,,,55 to under 60 years,22.302
2000,percentage,.,male,,,55 to under 60 years,
2001,percentage,.,male,,,55 to under 60 years,
2002,percentage,.,male,,,55 to under 60 years,
2004,percentage,.,male,,,55 to under 60 years,
2006,percentage,.,male,,,55 to under 60 years,
2007,percentage,.,male,,,55 to under 60 years,
2008,percentage,.,male,,,55 to under 60 years,
2010,percentage,.,male,,,55 to under 60 years,
2011,percentage,.,male,,,55 to under 60 years,
2012,percentage,.,male,,,55 to under 60 years,
2014,percentage,.,male,,,55 to under 60 years,
2015,percentage,.,male,,,55 to under 60 years,
2016,percentage,.,male,,,55 to under 60 years,
2018,percentage,.,male,,,55 to under 60 years,
2019,percentage,.,male,,,55 to under 60 years,
2020,percentage,.,male,,,55 to under 60 years,
1999,percentage,,male,,,60 to under 65 years,
2003,percentage,.,male,,,60 to under 65 years,
2005,percentage,.,male,,,60 to under 65 years,
2009,percentage,.,male,,,60 to under 65 years,
2013,percentage,,male,,,60 to under 65 years,24.674
2017,percentage,,male,,,60 to under 65 years,24.454
2021,percentage,,male,,,60 to under 65 years,23.474
2000,percentage,.,male,,,60 to under 65 years,
2001,percentage,.,male,,,60 to under 65 years,
2002,percentage,.,male,,,60 to under 65 years,
2004,percentage,.,male,,,60 to under 65 years,
2006,percentage,.,male,,,60 to under 65 years,
2007,percentage,.,male,,,60 to under 65 years,
2008,percentage,.,male,,,60 to under 65 years,
2010,percentage,.,male,,,60 to under 65 years,
2011,percentage,.,male,,,60 to under 65 years,
2012,percentage,.,male,,,60 to under 65 years,
2014,percentage,.,male,,,60 to under 65 years,
2015,percentage,.,male,,,60 to under 65 years,
2016,percentage,.,male,,,60 to under 65 years,
2018,percentage,.,male,,,60 to under 65 years,
2019,percentage,.,male,,,60 to under 65 years,
2020,percentage,.,male,,,60 to under 65 years,
1999,percentage,,male,,,65 to under 70 years,
2003,percentage,.,male,,,65 to under 70 years,
2005,percentage,.,male,,,65 to under 70 years,
2009,percentage,.,male,,,65 to under 70 years,
2013,percentage,,male,,,65 to under 70 years,23.634
2017,percentage,,male,,,65 to under 70 years,25.324
2021,percentage,,male,,,65 to under 70 years,23.024
2000,percentage,.,male,,,65 to under 70 years,
2001,percentage,.,male,,,65 to under 70 years,
2002,percentage,.,male,,,65 to under 70 years,
2004,percentage,.,male,,,65 to under 70 years,
2006,percentage,.,male,,,65 to under 70 years,
2007,percentage,.,male,,,65 to under 70 years,
2008,percentage,.,male,,,65 to under 70 years,
2010,percentage,.,male,,,65 to under 70 years,
2011,percentage,.,male,,,65 to under 70 years,
2012,percentage,.,male,,,65 to under 70 years,
2014,percentage,.,male,,,65 to under 70 years,
2015,percentage,.,male,,,65 to under 70 years,
2016,percentage,.,male,,,65 to under 70 years,
2018,percentage,.,male,,,65 to under 70 years,
2019,percentage,.,male,,,65 to under 70 years,
2020,percentage,.,male,,,65 to under 70 years,
1999,percentage,,male,,,70 to under 75 years,
2003,percentage,.,male,,,70 to under 75 years,
2005,percentage,.,male,,,70 to under 75 years,
2009,percentage,.,male,,,70 to under 75 years,
2013,percentage,,male,,,70 to under 75 years,21.188
2017,percentage,,male,,,70 to under 75 years,22.585
2021,percentage,,male,,,70 to under 75 years,22.602
2000,percentage,.,male,,,70 to under 75 years,
2001,percentage,.,male,,,70 to under 75 years,
2002,percentage,.,male,,,70 to under 75 years,
2004,percentage,.,male,,,70 to under 75 years,
2006,percentage,.,male,,,70 to under 75 years,
2007,percentage,.,male,,,70 to under 75 years,
2008,percentage,.,male,,,70 to under 75 years,
2010,percentage,.,male,,,70 to under 75 years,
2011,percentage,.,male,,,70 to under 75 years,
2012,percentage,.,male,,,70 to under 75 years,
2014,percentage,.,male,,,70 to under 75 years,
2015,percentage,.,male,,,70 to under 75 years,
2016,percentage,.,male,,,70 to under 75 years,
2018,percentage,.,male,,,70 to under 75 years,
2019,percentage,.,male,,,70 to under 75 years,
2020,percentage,.,male,,,70 to under 75 years,
1999,percentage,,male,,,75 years and older,
2003,percentage,.,male,,,75 years and older,
2005,percentage,.,male,,,75 years and older,
2009,percentage,.,male,,,75 years and older,
2013,percentage,,male,,,75 years and older,16.689
2017,percentage,,male,,,75 years and older,17.586
2021,percentage,,male,,,75 years and older,16.147
2000,percentage,.,male,,,75 years and older,
2001,percentage,.,male,,,75 years and older,
2002,percentage,.,male,,,75 years and older,
2004,percentage,.,male,,,75 years and older,
2006,percentage,.,male,,,75 years and older,
2007,percentage,.,male,,,75 years and older,
2008,percentage,.,male,,,75 years and older,
2010,percentage,.,male,,,75 years and older,
2011,percentage,.,male,,,75 years and older,
2012,percentage,.,male,,,75 years and older,
2014,percentage,.,male,,,75 years and older,
2015,percentage,.,male,,,75 years and older,
2016,percentage,.,male,,,75 years and older,
2018,percentage,.,male,,,75 years and older,
2019,percentage,.,male,,,75 years and older,
2020,percentage,.,male,,,75 years and older,
