Year,Units,federal state,GeoCode,county,Value
2012,1.000 eur,bavaria,code09773,dillingen an der donau,27.426
2013,1.000 eur,bavaria,code09773,dillingen an der donau,29.616
2014,1.000 eur,bavaria,code09773,dillingen an der donau,31.488
2015,1.000 eur,bavaria,code09773,dillingen an der donau,32.268
2016,1.000 eur,bavaria,code09773,dillingen an der donau,33.167
2017,1.000 eur,bavaria,code09773,dillingen an der donau,34.775
2000,1.000 eur,bavaria,code09774,günzburg,28.109
2001,1.000 eur,bavaria,code09774,günzburg,27.952
2002,1.000 eur,bavaria,code09774,günzburg,29.66
2003,1.000 eur,bavaria,code09774,günzburg,29.395
2004,1.000 eur,bavaria,code09774,günzburg,29.264
2005,1.000 eur,bavaria,code09774,günzburg,30.555
2006,1.000 eur,bavaria,code09774,günzburg,32.829
2007,1.000 eur,bavaria,code09774,günzburg,34.223
2008,1.000 eur,bavaria,code09774,günzburg,36.478
2009,1.000 eur,bavaria,code09774,günzburg,35.637
2010,1.000 eur,bavaria,code09774,günzburg,37.794
2011,1.000 eur,bavaria,code09774,günzburg,38.268
2012,1.000 eur,bavaria,code09774,günzburg,39.393
2013,1.000 eur,bavaria,code09774,günzburg,39.382
2014,1.000 eur,bavaria,code09774,günzburg,41.11
2015,1.000 eur,bavaria,code09774,günzburg,41.199
2016,1.000 eur,bavaria,code09774,günzburg,42.633
2017,1.000 eur,bavaria,code09774,günzburg,43.742
2000,1.000 eur,bavaria,code09775,neu-ulm,24.375
2001,1.000 eur,bavaria,code09775,neu-ulm,25.362
2002,1.000 eur,bavaria,code09775,neu-ulm,25.453
2003,1.000 eur,bavaria,code09775,neu-ulm,25.23
2004,1.000 eur,bavaria,code09775,neu-ulm,26.398
2005,1.000 eur,bavaria,code09775,neu-ulm,26.827
2006,1.000 eur,bavaria,code09775,neu-ulm,28.469
2007,1.000 eur,bavaria,code09775,neu-ulm,29.947
2008,1.000 eur,bavaria,code09775,neu-ulm,30.729
2009,1.000 eur,bavaria,code09775,neu-ulm,27.524
2010,1.000 eur,bavaria,code09775,neu-ulm,29.112
2011,1.000 eur,bavaria,code09775,neu-ulm,31.285
2012,1.000 eur,bavaria,code09775,neu-ulm,31.754
2013,1.000 eur,bavaria,code09775,neu-ulm,32.858
2014,1.000 eur,bavaria,code09775,neu-ulm,33.791
2015,1.000 eur,bavaria,code09775,neu-ulm,34.556
2016,1.000 eur,bavaria,code09775,neu-ulm,37.318
2017,1.000 eur,bavaria,code09775,neu-ulm,38.385
2000,1.000 eur,bavaria,code09776,lindau (bodensee),23.295
2001,1.000 eur,bavaria,code09776,lindau (bodensee),24.691
2002,1.000 eur,bavaria,code09776,lindau (bodensee),25.429
2003,1.000 eur,bavaria,code09776,lindau (bodensee),24.188
2004,1.000 eur,bavaria,code09776,lindau (bodensee),24.177
2005,1.000 eur,bavaria,code09776,lindau (bodensee),24.41
2006,1.000 eur,bavaria,code09776,lindau (bodensee),25.69
2007,1.000 eur,bavaria,code09776,lindau (bodensee),25.166
2008,1.000 eur,bavaria,code09776,lindau (bodensee),26.886
2009,1.000 eur,bavaria,code09776,lindau (bodensee),25.87
2010,1.000 eur,bavaria,code09776,lindau (bodensee),27.589
2011,1.000 eur,bavaria,code09776,lindau (bodensee),30.277
2012,1.000 eur,bavaria,code09776,lindau (bodensee),31.077
2013,1.000 eur,bavaria,code09776,lindau (bodensee),33.237
2014,1.000 eur,bavaria,code09776,lindau (bodensee),34.594
2015,1.000 eur,bavaria,code09776,lindau (bodensee),35.589
2016,1.000 eur,bavaria,code09776,lindau (bodensee),36.798
2017,1.000 eur,bavaria,code09776,lindau (bodensee),37.435
2000,1.000 eur,bavaria,code09777,ostallgäu,22.013
2001,1.000 eur,bavaria,code09777,ostallgäu,22.443
2002,1.000 eur,bavaria,code09777,ostallgäu,24.192
2003,1.000 eur,bavaria,code09777,ostallgäu,22.316
2004,1.000 eur,bavaria,code09777,ostallgäu,23.189
2005,1.000 eur,bavaria,code09777,ostallgäu,23.445
2006,1.000 eur,bavaria,code09777,ostallgäu,24.388
2007,1.000 eur,bavaria,code09777,ostallgäu,24.339
2008,1.000 eur,bavaria,code09777,ostallgäu,26.237
2009,1.000 eur,bavaria,code09777,ostallgäu,25.409
2010,1.000 eur,bavaria,code09777,ostallgäu,27.454
2011,1.000 eur,bavaria,code09777,ostallgäu,29.142
2012,1.000 eur,bavaria,code09777,ostallgäu,30.886
2013,1.000 eur,bavaria,code09777,ostallgäu,31.604
2014,1.000 eur,bavaria,code09777,ostallgäu,32.16
2015,1.000 eur,bavaria,code09777,ostallgäu,32.851
2016,1.000 eur,bavaria,code09777,ostallgäu,34.161
2017,1.000 eur,bavaria,code09777,ostallgäu,35.294
2000,1.000 eur,bavaria,code09778,unterallgäu,21.348
2001,1.000 eur,bavaria,code09778,unterallgäu,22.731
2002,1.000 eur,bavaria,code09778,unterallgäu,23.149
2003,1.000 eur,bavaria,code09778,unterallgäu,22.328
2004,1.000 eur,bavaria,code09778,unterallgäu,22.265
2005,1.000 eur,bavaria,code09778,unterallgäu,22.978
2006,1.000 eur,bavaria,code09778,unterallgäu,24.124
2007,1.000 eur,bavaria,code09778,unterallgäu,24.775
2008,1.000 eur,bavaria,code09778,unterallgäu,25.053
2009,1.000 eur,bavaria,code09778,unterallgäu,25.093
2010,1.000 eur,bavaria,code09778,unterallgäu,26.482
2011,1.000 eur,bavaria,code09778,unterallgäu,28.917
2012,1.000 eur,bavaria,code09778,unterallgäu,30.166
2013,1.000 eur,bavaria,code09778,unterallgäu,31.179
2014,1.000 eur,bavaria,code09778,unterallgäu,33.978
2015,1.000 eur,bavaria,code09778,unterallgäu,34.144
2016,1.000 eur,bavaria,code09778,unterallgäu,36.489
2017,1.000 eur,bavaria,code09778,unterallgäu,37.704
2000,1.000 eur,bavaria,code09779,donau-ries,25.825
2001,1.000 eur,bavaria,code09779,donau-ries,25.961
2002,1.000 eur,bavaria,code09779,donau-ries,28.175
2003,1.000 eur,bavaria,code09779,donau-ries,28.35
2004,1.000 eur,bavaria,code09779,donau-ries,29.098
2005,1.000 eur,bavaria,code09779,donau-ries,30.733
2006,1.000 eur,bavaria,code09779,donau-ries,32.97
2007,1.000 eur,bavaria,code09779,donau-ries,35.019
2008,1.000 eur,bavaria,code09779,donau-ries,36.562
2009,1.000 eur,bavaria,code09779,donau-ries,37.42
2010,1.000 eur,bavaria,code09779,donau-ries,37.88
2011,1.000 eur,bavaria,code09779,donau-ries,40.375
2012,1.000 eur,bavaria,code09779,donau-ries,42.966
2013,1.000 eur,bavaria,code09779,donau-ries,43.986
2014,1.000 eur,bavaria,code09779,donau-ries,45.427
2015,1.000 eur,bavaria,code09779,donau-ries,47.353
2016,1.000 eur,bavaria,code09779,donau-ries,48.566
2017,1.000 eur,bavaria,code09779,donau-ries,50.749
2000,1.000 eur,bavaria,code09780,oberallgäu,19.5
2001,1.000 eur,bavaria,code09780,oberallgäu,20.324
2002,1.000 eur,bavaria,code09780,oberallgäu,20.848
2003,1.000 eur,bavaria,code09780,oberallgäu,20.287
2004,1.000 eur,bavaria,code09780,oberallgäu,20.453
2005,1.000 eur,bavaria,code09780,oberallgäu,21.417
2006,1.000 eur,bavaria,code09780,oberallgäu,22.335
2007,1.000 eur,bavaria,code09780,oberallgäu,22.518
2008,1.000 eur,bavaria,code09780,oberallgäu,23.274
2009,1.000 eur,bavaria,code09780,oberallgäu,23.151
2010,1.000 eur,bavaria,code09780,oberallgäu,24.704
2011,1.000 eur,bavaria,code09780,oberallgäu,26.2
2012,1.000 eur,bavaria,code09780,oberallgäu,26.372
2013,1.000 eur,bavaria,code09780,oberallgäu,27.417
2014,1.000 eur,bavaria,code09780,oberallgäu,28.732
2015,1.000 eur,bavaria,code09780,oberallgäu,29.313
2016,1.000 eur,bavaria,code09780,oberallgäu,30.714
2017,1.000 eur,bavaria,code09780,oberallgäu,32.502
2000,1.000 eur,berlin,code11000,"berlin, stadt",25.869
2001,1.000 eur,berlin,code11000,"berlin, stadt",26.194
2002,1.000 eur,berlin,code11000,"berlin, stadt",26.264
2003,1.000 eur,berlin,code11000,"berlin, stadt",26.083
2004,1.000 eur,berlin,code11000,"berlin, stadt",26.152
2005,1.000 eur,berlin,code11000,"berlin, stadt",26.761
2006,1.000 eur,berlin,code11000,"berlin, stadt",27.735
2007,1.000 eur,berlin,code11000,"berlin, stadt",29.03
2008,1.000 eur,berlin,code11000,"berlin, stadt",30.407
2009,1.000 eur,berlin,code11000,"berlin, stadt",30.362
2010,1.000 eur,berlin,code11000,"berlin, stadt",31.547
2011,1.000 eur,berlin,code11000,"berlin, stadt",32.749
2012,1.000 eur,berlin,code11000,"berlin, stadt",32.803
2013,1.000 eur,berlin,code11000,"berlin, stadt",33.133
2014,1.000 eur,berlin,code11000,"berlin, stadt",34.223
2015,1.000 eur,berlin,code11000,"berlin, stadt",35.837
2016,1.000 eur,berlin,code11000,"berlin, stadt",37.662
2017,1.000 eur,berlin,code11000,"berlin, stadt",38.864
2000,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",18.46
2001,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",18.87
2002,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",19.826
2003,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",20.705
2004,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",21.022
2005,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",21.35
2006,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",22.575
2007,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",23.397
2008,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",24.769
2009,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",24.497
2010,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",25.846
2011,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",26.726
2012,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",27.318
2013,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",27.464
2014,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",28.411
2015,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",29.787
2016,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",30.56
2017,1.000 eur,brandenburg,code12051,"brandenburg an der havel, stadt",30.321
2000,1.000 eur,brandenburg,code12052,"cottbus, stadt",22.288
2001,1.000 eur,brandenburg,code12052,"cottbus, stadt",23.259
2002,1.000 eur,brandenburg,code12052,"cottbus, stadt",23.583
2003,1.000 eur,brandenburg,code12052,"cottbus, stadt",25.114
2004,1.000 eur,brandenburg,code12052,"cottbus, stadt",26.218
2005,1.000 eur,brandenburg,code12052,"cottbus, stadt",26.107
2006,1.000 eur,brandenburg,code12052,"cottbus, stadt",26.323
2007,1.000 eur,brandenburg,code12052,"cottbus, stadt",27.292
2008,1.000 eur,brandenburg,code12052,"cottbus, stadt",28.435
2009,1.000 eur,brandenburg,code12052,"cottbus, stadt",27.678
2010,1.000 eur,brandenburg,code12052,"cottbus, stadt",28.302
2011,1.000 eur,brandenburg,code12052,"cottbus, stadt",28.659
2012,1.000 eur,brandenburg,code12052,"cottbus, stadt",29.016
2013,1.000 eur,brandenburg,code12052,"cottbus, stadt",29.715
2014,1.000 eur,brandenburg,code12052,"cottbus, stadt",31.242
2015,1.000 eur,brandenburg,code12052,"cottbus, stadt",32.675
2016,1.000 eur,brandenburg,code12052,"cottbus, stadt",33.724
2017,1.000 eur,brandenburg,code12052,"cottbus, stadt",35.203
2000,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",23.11
2001,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",24.11
2002,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",25.04
2003,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",25.929
2004,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",25.504
2005,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",26.274
2006,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",26.982
2007,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",27.984
2008,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",33.23
2009,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",32.606
2010,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",33.8
2011,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",34.93
2012,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",32.656
2013,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",32.226
2014,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",33.172
2015,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",35.105
2016,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",34.814
2017,1.000 eur,brandenburg,code12053,"frankfurt (oder), stadt",35.633
2000,1.000 eur,brandenburg,code12054,"potsdam, stadt",29.903
2001,1.000 eur,brandenburg,code12054,"potsdam, stadt",29.526
2002,1.000 eur,brandenburg,code12054,"potsdam, stadt",29.522
2003,1.000 eur,brandenburg,code12054,"potsdam, stadt",30.11
2004,1.000 eur,brandenburg,code12054,"potsdam, stadt",31.612
2005,1.000 eur,brandenburg,code12054,"potsdam, stadt",31.347
2006,1.000 eur,brandenburg,code12054,"potsdam, stadt",31.77
2007,1.000 eur,brandenburg,code12054,"potsdam, stadt",32.407
2008,1.000 eur,brandenburg,code12054,"potsdam, stadt",33.526
2009,1.000 eur,brandenburg,code12054,"potsdam, stadt",35.107
2010,1.000 eur,brandenburg,code12054,"potsdam, stadt",35.892
2011,1.000 eur,brandenburg,code12054,"potsdam, stadt",36.398
2012,1.000 eur,brandenburg,code12054,"potsdam, stadt",36.57
2013,1.000 eur,brandenburg,code12054,"potsdam, stadt",36.592
2014,1.000 eur,brandenburg,code12054,"potsdam, stadt",38.184
2015,1.000 eur,brandenburg,code12054,"potsdam, stadt",39.346
2016,1.000 eur,brandenburg,code12054,"potsdam, stadt",39.846
2017,1.000 eur,brandenburg,code12054,"potsdam, stadt",41.297
2000,1.000 eur,brandenburg,code12060,barnim,13.964
2001,1.000 eur,brandenburg,code12060,barnim,14.249
2002,1.000 eur,brandenburg,code12060,barnim,14.384
2003,1.000 eur,brandenburg,code12060,barnim,14.104
2004,1.000 eur,brandenburg,code12060,barnim,14.037
2005,1.000 eur,brandenburg,code12060,barnim,14.418
2006,1.000 eur,brandenburg,code12060,barnim,14.766
2007,1.000 eur,brandenburg,code12060,barnim,15.41
2008,1.000 eur,brandenburg,code12060,barnim,16.262
2009,1.000 eur,brandenburg,code12060,barnim,16.321
2010,1.000 eur,brandenburg,code12060,barnim,16.954
2011,1.000 eur,brandenburg,code12060,barnim,17.717
2012,1.000 eur,brandenburg,code12060,barnim,18.522
2013,1.000 eur,brandenburg,code12060,barnim,18.957
2014,1.000 eur,brandenburg,code12060,barnim,20.319
2015,1.000 eur,brandenburg,code12060,barnim,21.002
2016,1.000 eur,brandenburg,code12060,barnim,21.509
2017,1.000 eur,brandenburg,code12060,barnim,22.051
2000,1.000 eur,brandenburg,code12061,dahme-spreewald,17.873
2001,1.000 eur,brandenburg,code12061,dahme-spreewald,17.617
2002,1.000 eur,brandenburg,code12061,dahme-spreewald,17.721
2003,1.000 eur,brandenburg,code12061,dahme-spreewald,17.64
2004,1.000 eur,brandenburg,code12061,dahme-spreewald,18.584
2005,1.000 eur,brandenburg,code12061,dahme-spreewald,21.006
2006,1.000 eur,brandenburg,code12061,dahme-spreewald,27.949
2007,1.000 eur,brandenburg,code12061,dahme-spreewald,28.183
2008,1.000 eur,brandenburg,code12061,dahme-spreewald,29.168
2009,1.000 eur,brandenburg,code12061,dahme-spreewald,29.269
2010,1.000 eur,brandenburg,code12061,dahme-spreewald,30.379
2011,1.000 eur,brandenburg,code12061,dahme-spreewald,30.609
2012,1.000 eur,brandenburg,code12061,dahme-spreewald,30.722
2013,1.000 eur,brandenburg,code12061,dahme-spreewald,31.657
2014,1.000 eur,brandenburg,code12061,dahme-spreewald,32.775
2015,1.000 eur,brandenburg,code12061,dahme-spreewald,31.478
2016,1.000 eur,brandenburg,code12061,dahme-spreewald,32.905
2017,1.000 eur,brandenburg,code12061,dahme-spreewald,33.091
2000,1.000 eur,brandenburg,code12062,elbe-elster,14.049
2001,1.000 eur,brandenburg,code12062,elbe-elster,14.051
2002,1.000 eur,brandenburg,code12062,elbe-elster,14.573
2003,1.000 eur,brandenburg,code12062,elbe-elster,14.581
2004,1.000 eur,brandenburg,code12062,elbe-elster,14.699
2005,1.000 eur,brandenburg,code12062,elbe-elster,15.481
2006,1.000 eur,brandenburg,code12062,elbe-elster,15.877
2007,1.000 eur,brandenburg,code12062,elbe-elster,16.579
2008,1.000 eur,brandenburg,code12062,elbe-elster,17.63
2009,1.000 eur,brandenburg,code12062,elbe-elster,17.77
2010,1.000 eur,brandenburg,code12062,elbe-elster,18.435
2011,1.000 eur,brandenburg,code12062,elbe-elster,20.006
2012,1.000 eur,brandenburg,code12062,elbe-elster,20.547
2013,1.000 eur,brandenburg,code12062,elbe-elster,21.607
2014,1.000 eur,brandenburg,code12062,elbe-elster,22.62
2015,1.000 eur,brandenburg,code12062,elbe-elster,23.077
2016,1.000 eur,brandenburg,code12062,elbe-elster,23.53
2017,1.000 eur,brandenburg,code12062,elbe-elster,24.867
2000,1.000 eur,brandenburg,code12063,havelland,13.141
2001,1.000 eur,brandenburg,code12063,havelland,13.726
2002,1.000 eur,brandenburg,code12063,havelland,14.061
2003,1.000 eur,brandenburg,code12063,havelland,13.819
2004,1.000 eur,brandenburg,code12063,havelland,14.051
2005,1.000 eur,brandenburg,code12063,havelland,13.971
2006,1.000 eur,brandenburg,code12063,havelland,14.594
2007,1.000 eur,brandenburg,code12063,havelland,15.349
2008,1.000 eur,brandenburg,code12063,havelland,15.959
2009,1.000 eur,brandenburg,code12063,havelland,15.502
2010,1.000 eur,brandenburg,code12063,havelland,15.482
2011,1.000 eur,brandenburg,code12063,havelland,16.446
2012,1.000 eur,brandenburg,code12063,havelland,17.48
2013,1.000 eur,brandenburg,code12063,havelland,18.056
2014,1.000 eur,brandenburg,code12063,havelland,19.153
2015,1.000 eur,brandenburg,code12063,havelland,19.261
2016,1.000 eur,brandenburg,code12063,havelland,19.939
2017,1.000 eur,brandenburg,code12063,havelland,20.49
2000,1.000 eur,brandenburg,code12064,märkisch-oderland,15.292
2001,1.000 eur,brandenburg,code12064,märkisch-oderland,15.169
2002,1.000 eur,brandenburg,code12064,märkisch-oderland,15.594
2003,1.000 eur,brandenburg,code12064,märkisch-oderland,15.468
2004,1.000 eur,brandenburg,code12064,märkisch-oderland,15.971
2005,1.000 eur,brandenburg,code12064,märkisch-oderland,15.792
2006,1.000 eur,brandenburg,code12064,märkisch-oderland,16.093
2007,1.000 eur,brandenburg,code12064,märkisch-oderland,16.524
2008,1.000 eur,brandenburg,code12064,märkisch-oderland,17.715
2009,1.000 eur,brandenburg,code12064,märkisch-oderland,17.271
2010,1.000 eur,brandenburg,code12064,märkisch-oderland,17.259
2011,1.000 eur,brandenburg,code12064,märkisch-oderland,17.256
2012,1.000 eur,brandenburg,code12064,märkisch-oderland,17.661
2013,1.000 eur,brandenburg,code12064,märkisch-oderland,18.324
2014,1.000 eur,brandenburg,code12064,märkisch-oderland,19.145
2015,1.000 eur,brandenburg,code12064,märkisch-oderland,19.713
2016,1.000 eur,brandenburg,code12064,märkisch-oderland,20.186
2017,1.000 eur,brandenburg,code12064,märkisch-oderland,21.017
2000,1.000 eur,brandenburg,code12065,oberhavel,15.206
2001,1.000 eur,brandenburg,code12065,oberhavel,17.403
2002,1.000 eur,brandenburg,code12065,oberhavel,17.727
2003,1.000 eur,brandenburg,code12065,oberhavel,19.135
2004,1.000 eur,brandenburg,code12065,oberhavel,18.132
2005,1.000 eur,brandenburg,code12065,oberhavel,18.554
2006,1.000 eur,brandenburg,code12065,oberhavel,20.454
2007,1.000 eur,brandenburg,code12065,oberhavel,22.369
2008,1.000 eur,brandenburg,code12065,oberhavel,21.976
2009,1.000 eur,brandenburg,code12065,oberhavel,19.854
2010,1.000 eur,brandenburg,code12065,oberhavel,21.05
2011,1.000 eur,brandenburg,code12065,oberhavel,22.653
2012,1.000 eur,brandenburg,code12065,oberhavel,22.562
2013,1.000 eur,brandenburg,code12065,oberhavel,23.518
2014,1.000 eur,brandenburg,code12065,oberhavel,25.264
2015,1.000 eur,brandenburg,code12065,oberhavel,25.18
2016,1.000 eur,brandenburg,code12065,oberhavel,26.156
2017,1.000 eur,brandenburg,code12065,oberhavel,26.478
2000,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,13.56
2001,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,14.354
2002,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,15.243
2003,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,16.084
2004,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,15.295
2005,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,16.386
2006,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,17.543
2007,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,19.421
2008,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,19.365
2009,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,18.544
2010,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,19.464
2011,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,20.768
2012,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,21.023
2013,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,21.964
2014,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,23.638
2015,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,25.32
2016,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,26.002
2017,1.000 eur,brandenburg,code12066,oberspreewald-lausitz,27.29
2000,1.000 eur,brandenburg,code12067,oder-spree,17.075
2001,1.000 eur,brandenburg,code12067,oder-spree,17.202
2002,1.000 eur,brandenburg,code12067,oder-spree,17.738
2003,1.000 eur,brandenburg,code12067,oder-spree,17.632
2004,1.000 eur,brandenburg,code12067,oder-spree,18.041
