Year,Units,display,age,Bundesland,Kreis,GeoCode,Value
2013,percentage (%),a) time series,3- to 5-year-olds,,"delmenhorst, stadt",code03401,18.4
2014,percentage (%),a) time series,3- to 5-year-olds,,"delmenhorst, stadt",code03401,20.4
2015,percentage (%),a) time series,3- to 5-year-olds,,"delmenhorst, stadt",code03401,21.4
2016,percentage (%),a) time series,3- to 5-year-olds,,"delmenhorst, stadt",code03401,23.3
2017,percentage (%),a) time series,3- to 5-year-olds,,"delmenhorst, stadt",code03401,22.3
2018,percentage (%),a) time series,3- to 5-year-olds,,"delmenhorst, stadt",code03401,21.2
2019,percentage (%),a) time series,3- to 5-year-olds,,"delmenhorst, stadt",code03401,22.5
2012,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,15.2
2013,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,16.5
2014,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,17.5
2015,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,19.6
2016,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,22.2
2017,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,25.4
2018,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,27.6
2019,percentage (%),a) time series,3- to 5-year-olds,,"emden, stadt",code03402,27.7
2012,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,35.2
2013,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,37.1
2014,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,40.5
2015,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,42.1
2016,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,43.1
2017,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,44.7
2018,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,43.9
2019,percentage (%),a) time series,3- to 5-year-olds,,"oldenburg (oldenburg), stadt",code03403,44.8
2012,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,34.2
2013,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,41.8
2014,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,48.0
2015,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,57.1
2016,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,59.3
2017,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,60.7
2018,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,64.0
2019,percentage (%),a) time series,3- to 5-year-olds,,"osnabrück, stadt",code03404,68.0
2012,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,24.0
2013,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,26.3
2014,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,24.7
2015,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,27.5
2016,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,26.0
2017,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,28.5
2018,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,28.2
2019,percentage (%),a) time series,3- to 5-year-olds,,"wilhelmshaven, stadt",code03405,28.7
2012,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,8.9
2013,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,9.3
2014,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,14.1
2015,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,17.3
2016,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,17.3
2017,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,18.4
2018,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,20.8
2019,percentage (%),a) time series,3- to 5-year-olds,,ammerland,code03451,22.4
2012,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,6.0
2013,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,6.5
2014,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,8.3
2015,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,9.3
2016,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,14.2
2017,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,13.3
2018,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,14.0
2019,percentage (%),a) time series,3- to 5-year-olds,,aurich,code03452,15.6
2012,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,5.0
2013,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,6.5
2014,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,7.6
2015,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,8.5
2016,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,8.8
2017,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,8.6
2018,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,9.2
2019,percentage (%),a) time series,3- to 5-year-olds,,cloppenburg,code03453,13.3
2012,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,11.1
2013,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,12.0
2014,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,14.1
2015,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,14.7
2016,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,16.9
2017,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,18.8
2018,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,20.0
2019,percentage (%),a) time series,3- to 5-year-olds,,emsland,code03454,23.9
2012,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,9.4
2013,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,12.7
2014,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,15.1
2015,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,13.6
2016,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,17.5
2017,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,16.1
2018,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,17.3
2019,percentage (%),a) time series,3- to 5-year-olds,,friesland,code03455,20.4
2012,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,4.6
2013,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,3.5
2014,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,5.2
2015,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,6.2
2016,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,5.8
2017,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,8.8
2018,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,8.4
2019,percentage (%),a) time series,3- to 5-year-olds,,grafschaft bentheim,code03456,12.8
2012,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,5.8
2013,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,8.5
2014,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,8.7
2015,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,9.2
2016,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,10.4
2017,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,11.7
2018,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,12.3
2019,percentage (%),a) time series,3- to 5-year-olds,,leer,code03457,13.8
2012,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,8.4
2013,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,9.9
2014,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,12.7
2015,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,13.5
2016,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,13.6
2017,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,11.9
2018,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,13.5
2019,percentage (%),a) time series,3- to 5-year-olds,,oldenburg,code03458,15.1
2012,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,9.9
2013,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,11.9
2014,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,12.6
2015,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,14.5
2016,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,15.7
2017,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,17.5
2018,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,19.4
2019,percentage (%),a) time series,3- to 5-year-olds,,osnabrück,code03459,22.4
2012,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,3.8
2013,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,3.2
2014,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,5.4
2015,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,6.7
2016,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,7.8
2017,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,7.8
2018,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,8.6
2019,percentage (%),a) time series,3- to 5-year-olds,,vechta,code03460,12.5
2012,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,13.0
2013,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,13.9
2014,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,16.4
2015,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,14.0
2016,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,17.1
2017,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,19.1
2018,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,17.9
2019,percentage (%),a) time series,3- to 5-year-olds,,wesermarsch,code03461,20.8
2012,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,3.5
2013,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,3.7
2014,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,5.4
2015,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,7.5
2016,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,10.6
2017,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,7.3
2018,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,9.8
2019,percentage (%),a) time series,3- to 5-year-olds,,wittmund,code03462,17.1
2012,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,68.6
2013,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,70.8
2014,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,69.1
2015,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,73.2
2016,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,72.6
2017,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,74.6
2018,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,74.5
2019,percentage (%),a) time series,3- to 5-year-olds,,"düsseldorf, stadt",code05111,74.6
2012,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,19.5
2013,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,20.7
2014,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,20.9
2015,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,21.9
2016,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,23.1
2017,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,23.9
2018,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,25.3
2019,percentage (%),a) time series,3- to 5-year-olds,,"duisburg, stadt",code05112,26.3
2012,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,40.3
2013,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,41.4
2014,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,43.3
2015,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,45.7
2016,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,44.8
2017,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,45.4
2018,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,45.5
2019,percentage (%),a) time series,3- to 5-year-olds,,"essen, stadt",code05113,45.6
2012,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,43.6
2013,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,46.1
2014,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,48.3
2015,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,53.2
2016,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,54.9
2017,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,55.9
2018,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,57.4
2019,percentage (%),a) time series,3- to 5-year-olds,,"krefeld, stadt",code05114,58.0
2012,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,35.3
2013,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,36.8
2014,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,38.8
2015,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,39.6
2016,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,40.9
2017,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,41.6
2018,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,41.3
2019,percentage (%),a) time series,3- to 5-year-olds,,"mönchengladbach, stadt",code05116,41.7
2012,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,29.9
2013,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,30.4
2014,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,32.1
2015,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,35.3
2016,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,36.2
2017,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,37.4
2018,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,39.5
2019,percentage (%),a) time series,3- to 5-year-olds,,"mülheim an der ruhr, stadt",code05117,40.8
2012,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,19.8
2013,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,22.2
2014,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,23.0
2015,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,24.6
2016,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,24.4
2017,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,24.6
2018,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,24.6
2019,percentage (%),a) time series,3- to 5-year-olds,,"oberhausen, stadt",code05119,26.5
2012,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,50.5
2013,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,52.4
2014,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,55.0
2015,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,60.7
2016,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,60.9
2017,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,58.6
2018,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,60.0
2019,percentage (%),a) time series,3- to 5-year-olds,,"remscheid, stadt",code05120,60.1
2012,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,38.7
2013,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,40.4
2014,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,41.8
2015,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,46.8
2016,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,47.0
2017,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,47.8
2018,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,50.3
2019,percentage (%),a) time series,3- to 5-year-olds,,"solingen, stadt",code05122,49.7
2012,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,29.8
2013,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,31.1
2014,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,31.3
2015,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,31.9
2016,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,31.6
2017,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,30.4
2018,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,30.5
2019,percentage (%),a) time series,3- to 5-year-olds,,"wuppertal, stadt",code05124,30.8
2012,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,28.6
2013,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,30.5
2014,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,31.4
2015,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,34.5
2016,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,37.1
2017,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,37.6
2018,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,39.6
2019,percentage (%),a) time series,3- to 5-year-olds,,kleve,code05154,40.6
2012,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,43.6
2013,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,44.8
2014,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,47.2
2015,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,51.1
2016,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,50.4
2017,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,50.9
2018,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,51.8
2019,percentage (%),a) time series,3- to 5-year-olds,,mettmann,code05158,52.8
2012,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,46.3
2013,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,47.5
2014,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,48.2
2015,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,53.3
2016,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,53.3
2017,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,55.8
2018,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,58.0
2019,percentage (%),a) time series,3- to 5-year-olds,,rhein-kreis neuss,code05162,58.9
2012,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,35.5
2013,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,37.5
2014,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,39.0
2015,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,41.5
2016,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,45.6
2017,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,45.9
2018,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,47.4
2019,percentage (%),a) time series,3- to 5-year-olds,,viersen,code05166,48.4
2012,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,30.2
2013,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,33.3
2014,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,35.9
2015,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,37.6
2016,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,39.3
2017,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,40.0
2018,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,42.9
2019,percentage (%),a) time series,3- to 5-year-olds,,wesel,code05170,44.1
2012,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,48.3
2013,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,49.8
2014,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,51.4
2015,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,55.7
2016,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,56.5
2017,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,59.2
2018,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,60.9
2019,percentage (%),a) time series,3- to 5-year-olds,,"bonn, stadt",code05314,59.8
2012,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,69.0
2013,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,71.1
2014,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,72.0
2015,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,75.0
2016,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,76.9
2017,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,76.3
2018,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,77.0
2019,percentage (%),a) time series,3- to 5-year-olds,,"köln, stadt",code05315,76.7
2012,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,49.6
2013,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,50.1
2014,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,51.2
2015,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,55.5
2016,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,57.0
2017,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,57.9
2018,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,58.3
2019,percentage (%),a) time series,3- to 5-year-olds,,"leverkusen, stadt",code05316,59.9
2012,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,48.5
2013,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,50.5
2014,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,53.1
2015,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,55.1
2016,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,56.1
2017,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,55.9
2018,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,57.2
2019,percentage (%),a) time series,3- to 5-year-olds,,städteregion aachen,code05334,57.5
2012,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,46.3
2013,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,50.0
2014,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,53.0
2015,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,54.7
2016,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,53.4
2017,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,55.2
2018,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,55.9
2019,percentage (%),a) time series,3- to 5-year-olds,,düren,code05358,56.1
2012,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,38.2
2013,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,39.9
2014,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,41.2
2015,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,44.2
2016,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,46.1
2017,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,46.5
2018,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,47.1
2019,percentage (%),a) time series,3- to 5-year-olds,,rhein-erft-kreis,code05362,47.6
2012,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,25.6
2013,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,27.4
2014,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,27.6
2015,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,32.5
2016,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,33.6
2017,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,32.7
2018,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,30.3
2019,percentage (%),a) time series,3- to 5-year-olds,,euskirchen,code05366,29.0
2012,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,31.6
2013,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,34.1
2014,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,35.7
2015,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,38.9
2016,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,39.7
2017,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,40.5
2018,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,42.0
2019,percentage (%),a) time series,3- to 5-year-olds,,heinsberg,code05370,42.8
2012,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,29.9
2013,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,32.8
2014,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,35.2
2015,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,38.0
2016,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,37.4
2017,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,37.8
2018,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,38.5
2019,percentage (%),a) time series,3- to 5-year-olds,,oberbergischer kreis,code05374,39.7
2012,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,39.9
2013,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,41.4
2014,percentage (%),a) time series,3- to 5-year-olds,,rheinisch-bergischer kreis,code05378,41.8
